Address,CDS,RTYPE,STYPEleMiddle Schoolentary,SPED,SIZE,CHARTER,SNAME,DNAME,Table,CNAME,INCLUDE,VALID,API12B,ST_RANK,SIM_RANK,GR_TARG,API_TARG,AA_NUM,AA_SIG,AA_API,AA_GT,AA_TARG,AI_NUM,AI_SIG,AI_API,AI_GT,AI_TARG,AS_NUM,AS_SIG,AS_API,AS_GT,AS_TARG,FI_NUM,FI_SIG,FI_API,FI_GT,FI_TARG,HI_NUM,HI_SIG,HI_API,HI_GT,HI_TARG,PI_NUM,PI_SIG,PI_API,PI_GT,PI_TARG,WH_NUM,WH_SIG,WH_API,WH_GT,WH_TARG,MR_NUM,MR_SIG,MR_API,MR_GT,MR_TARG,SD_NUM,SD_SIG,SD_API,SD_GT,SD_TARG,EL_NUM,EL_SIG,EL_API,EL_GT,EL_TARG,DI_NUM,DI_SIG,DI_API,DI_GT,DI_TARG,PCT_AA,PCT_AI,PCT_AS,PCT_FI,PCT_HI,PCT_PI,PCT_WH,PCT_MR,MEALS,P_GATE,P_MIGED,P_EL,P_RFEP,P_DI,YR_RND,CBMOB,DMOB,ACS_K3,ACS_46,ACS_CORE,PCT_RESP,NOT_HSG,HSG,SOME_COL,COL_GRAD,GRAD_SCH,AVG_ED,FULL,EMER,PEN_2,PEN_35,PEN_6,PEN_78,PEN_91,ENROLL,PARENT_OPT,TESTED,SCI,VCST_E28,PCST_E28,VCST_E91,PCST_E91,CW_CSTE,VCST_M28,PCST_M28,VCST_M91,PCST_M91,CW_CSTM,VCST_S28,PCST_S28,VCST_S91,PCST_S91,CWS_91,VCST_H28,PCST_H28,VCST_H91,PCST_H91,CW_CSTH,VCHS_E91,PCHS_E91,CW_CHSE,VCHS_M91,PCHS_M91,CW_CHSM,TOT_28,TOT_91,CW_SCI,VCST_LS10,PCST_LS10,CWM2_28,VCSTM2_28,PCSTM2_28,CWM2_91,VCSTM2_91,PCSTM2_91,CWS2_91,VCSTS2_91,PCSTS2_91,IRG5
"Kingston Elementary, 7473 Kingston Avenue, Hesperia, CA, 92345-7316",36750446100937,S,Elementary,,,,Kingston Elementary,Hesperia Unified,3,San Bernardino,1,501,798,4,5,2,800,23,No,761,,,5,No,,,,1,No,,,,0,No,,,,273,Yes,780,5,785,3,No,,,,194,Yes,828,A,A,2,No,,,,367,Yes,787,5,792,102,Yes,765,5,770,42,No,580,,,5,1,0,0,54,1,39,0,72,6,0,18,4,8,No,93,95,31,28,N/A,91,17,31,36,12,4,2.55,,,17,60,23,0,0,542,0,540,174.7225942,501,240.480,0,0.000,57.0,501,160.320,0,0.000,38.0,104,20.800,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,421.60,0.00,4.9,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Maple Elementary, 10616 Maple Street, Hesperia, CA, 92345-2436",36750446103337,S,Elementary,,,,Maple Elementary,Hesperia Unified,3,San Bernardino,1,378,794,4,9,5,799,30,No,758,,,1,No,,,,1,No,,,,2,No,,,,248,Yes,783,5,788,1,No,,,,93,Yes,825,A,A,0,No,,,,310,Yes,770,5,775,109,Yes,780,5,785,55,No,717,,,11,0,0,0,64,0,23,0,80,4,0,25,3,14,No,83,88,29,26,N/A,93,21,35,32,9,3,2.38,,,21,58,21,0,0,459,0,458,168.3331617,378,181.440,0,0.000,56.9,378,120.960,0,0.000,37.9,83,16.600,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,319.00,0.00,5.2,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Cottonwood Elementary, 8850 Cottonwood, Hesperia, CA, 92345-3702",36750446105498,S,Elementary,,,,Cottonwood Elementary,Hesperia Unified,3,San Bernardino,1,583,790,4,6,5,795,34,No,668,,,6,No,,,,13,No,913,,,1,No,,,,384,Yes,780,5,785,1,No,,,,138,Yes,829,A,A,0,No,,,,475,Yes,774,5,779,172,Yes,758,5,763,47,No,594,,,7,1,2,0,66,0,23,0,78,5,0,27,5,8,No,90,93,30,31,N/A,90,20,28,29,15,7,2.60,,,20,59,21,0,0,651,0,651,173.5185045,581,278.880,0,0.000,56.7,583,186.560,0,0.000,37.9,132,26.400,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,491.84,0.00,5.4,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Carmel Elementary, 9321 Glendale Avenue, Hesperia, CA, 92345-5600",36750446108120,S,Elementary,,,,Carmel Elementary,Hesperia Unified,3,San Bernardino,1,446,791,4,6,5,796,29,No,651,,,7,No,,,,3,No,,,,2,No,,,,248,Yes,782,5,787,1,No,,,,155,Yes,830,A,A,1,No,,,,361,Yes,776,5,781,103,Yes,757,5,762,41,No,602,,,7,1,1,0,57,0,33,0,79,5,0,23,4,10,No,89,93,29,29,N/A,95,16,32,34,12,6,2.58,,,20,56,24,0,0,502,1,501,172.4541131,445,213.600,0,0.000,57.5,443,141.760,0,0.000,38.1,82,16.400,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,371.76,0.00,4.4,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Ranchero Middle, 17607 Ranchero Road, Hesperia, CA, 92345-7336",36750446109359,S,Middle School,,,,Ranchero Middle,Hesperia Unified,3,San Bernardino,1,949,764,4,4,5,769,64,No,698,,,8,No,,,,4,No,,,,5,No,,,,521,Yes,736,5,741,3,No,,,,343,Yes,815,A,A,1,No,,,,706,Yes,738,5,743,199,Yes,671,6,677,72,No,586,,,8,1,0,0,54,0,36,0,72,12,0,16,11,8,No,92,95,N/A,N/A,26,86,18,29,35,12,6,2.59,,,0,0,0,100,0,1032,0,1027,173.0582985,949,455.520,0,0.000,48.1,948,303.360,0,0.000,32.0,472,94.400,0,0.000,0.0,470,94.000,0,0.000,9.9,0,0.000,0.0,0,0.000,0.0,947.28,0.00,10.0,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Sky Mountain Charter, 4535 Missouri Flat Road, Suite 1A, Placerville, CA, 95667-5729",36750510115089,S,Elementary,,,D,Sky Mountain Charter,Lucerne Valley Unified,3,San Bernardino,1,1243,780,4,1,5,785,25,No,724,,,12,No,808,,,47,No,912,,,19,No,808,,,285,Yes,730,5,735,4,No,,,,815,Yes,790,5,795,36,No,787,,,360,Yes,720,5,725,1,No,,,,69,No,645,,,2,1,4,2,23,0,65,3,29,0,0,0,0,5,No,94,94,20,20,1,100,0,5,25,29,40,4.04,,,16,44,13,19,8,1320,0,1318,183.8120120,1141,547.680,101,30.300,53.0,1140,364.800,91,18.200,35.2,273,54.600,50,11.000,1.0,101,20.200,58,13.340,3.1,38,11.400,1.0,39,11.700,1.1,987.28,102.29,5.3,33,3.300,0.0,0,0.000,0.1,10,1.000,0.2,41,2.050,
"Upland Junior High, 444 East 11th Street, Upland, CA, 91785-1239",36750696037295,S,Middle School,,,,Upland Junior High,Upland Unified,3,San Bernardino,1,935,766,4,5,5,771,121,Yes,765,5,770,3,No,,,,24,No,845,,,10,No,,,,610,Yes,749,5,754,3,No,,,,144,Yes,800,A,A,20,No,856,,,743,Yes,751,5,756,166,Yes,689,6,695,133,Yes,596,10,606,13,0,2,1,66,0,15,2,78,11,0,15,6,13,No,93,93,N/A,N/A,28,96,16,29,39,12,4,2.59,,,0,0,0,100,0,1014,1,1012,172.1678842,935,448.800,0,0.000,48.2,932,298.240,0,0.000,32.0,462,92.400,0,0.000,0.0,462,92.400,0,0.000,9.9,0,0.000,0.0,0,0.000,0.0,931.84,0.00,9.9,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Granite Hills High, 22900 Esaws Road, Apple Valley, CA, 92307",36750773630894,S,High School,,,,Granite Hills High,Apple Valley Unified,3,San Bernardino,1,1099,739,4,3,5,744,123,Yes,679,6,685,0,No,,,,39,No,876,,,5,No,,,,425,Yes,715,5,720,15,No,629,,,475,Yes,769,5,774,17,No,789,,,621,Yes,700,5,705,127,Yes,662,7,669,127,Yes,456,17,473,12,0,3,0,39,1,42,2,54,19,0,7,8,11,No,91,93,N/A,N/A,31,92,13,25,34,18,11,2.91,,,0,0,0,0,100,1229,3,1204,169.1274368,0,0.000,1098,329.400,27.2,0,0.000,1092,218.400,18.0,0,0.000,870,191.400,15.8,0,0.000,693,159.390,13.2,444,133.200,11.0,445,133.500,11.0,0.00,1210.39,3.1,376,37.600,0.0,0,0.000,0.1,7,0.700,0.6,136,6.800,
"Mariana Academy, 10601 Manhasset Road, Apple Valley, CA, 92308-8048",36750776035240,S,Elementary,,,,Mariana Elementary,Apple Valley Unified,3,San Bernardino,1,351,780,4,7,5,785,18,No,685,,,1,No,,,,0,No,,,,0,No,,,,158,Yes,760,5,765,2,No,,,,171,Yes,810,A,A,1,No,,,,284,Yes,774,5,779,77,Yes,732,5,737,64,Yes,749,5,754,5,0,0,0,44,1,50,0,80,11,0,17,4,17,No,89,91,25,29,N/A,92,20,34,35,10,2,2.40,,,20,49,18,13,0,396,1,395,171.7432717,351,168.480,0,0.000,57.5,351,112.320,0,0.000,38.3,62,12.400,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,293.20,0.00,4.2,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Rancho Verde Elementary, 14334 Pioneer Road, Apple Valley, CA, 92307-4122",36750776035257,S,Elementary,,,,Rancho Verde Elementary,Apple Valley Unified,3,San Bernardino,1,461,789,4,7,5,794,44,No,772,,,3,No,,,,2,No,,,,3,No,,,,261,Yes,770,5,775,1,No,,,,142,Yes,834,A,A,5,No,,,,397,Yes,780,5,785,110,Yes,783,5,788,43,No,687,,,12,1,0,1,55,0,30,1,84,12,0,18,5,8,No,88,90,25,28,N/A,90,23,35,28,11,4,2.39,,,16,61,18,4,0,528,1,527,172.1882605,461,221.280,0,0.000,57.1,461,147.520,0,0.000,38.1,94,18.800,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,387.60,0.00,4.9,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Sandia Elementary, 21331 Sandia Road, Apple Valley, CA, 92308-7722",36750776107346,S,Elementary,,,,Sandia Elementary,Apple Valley Unified,3,San Bernardino,1,533,793,4,6,5,798,42,No,753,,,0,No,,,,6,No,,,,3,No,,,,296,Yes,784,5,789,5,No,,,,166,Yes,808,A,A,11,No,883,,,458,Yes,786,5,791,123,Yes,782,5,787,56,No,710,,,8,0,1,1,56,1,30,2,86,12,0,19,4,9,No,90,93,24,32,N/A,88,19,34,34,10,3,2.42,,,18,51,17,14,0,591,0,590,173.4794210,533,255.840,0,0.000,57.2,533,170.560,0,0.000,38.1,104,20.800,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,447.20,0.00,4.7,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Greenfield Middle, 1495 Greenfield Drive, El Cajon, CA, 92021-3414",37679916037659,S,Middle School,,,,Greenfield Middle,Cajon Valley Union,3,San Diego,1,604,766,4,5,5,771,58,No,750,,,5,No,,,,3,No,,,,3,No,,,,247,Yes,746,5,751,6,No,,,,250,Yes,782,5,787,21,No,768,,,437,Yes,744,5,749,226,Yes,684,6,690,60,No,599,,,11,1,0,1,41,1,40,3,70,7,0,21,20,10,No,94,95,N/A,29,29,90,15,43,30,10,2,2.40,,,0,0,31,69,0,648,0,646,170.9550791,604,289.920,0,0.000,51.6,604,193.280,0,0.000,34.4,196,39.200,0,0.000,0.0,196,39.200,0,0.000,7.0,0,0.000,0.0,0,0.000,0.0,561.60,0.00,7.0,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Madison Avenue Elementary, 1615 East Madison Avenue, El Cajon, CA, 92019-1046",37679916037691,S,Elementary,,,,Madison Avenue Elementary,Cajon Valley Union,3,San Diego,1,252,780,4,6,5,785,20,No,715,,,3,No,,,,1,No,,,,7,No,,,,97,Yes,762,5,767,4,No,,,,107,Yes,799,1,800,3,No,,,,180,Yes,740,5,745,98,Yes,728,5,733,33,No,695,,,8,1,0,2,37,2,44,1,72,9,0,34,5,15,No,90,92,21,29,N/A,87,19,40,27,13,2,2.39,,,23,77,0,0,0,285,4,281,172.7107279,252,120.960,0,0.000,56.3,252,80.640,0,0.000,37.5,67,13.400,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,215.00,0.00,6.2,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Magnolia Elementary, 650 Greenfield Drive, El Cajon, CA, 92021-2957",37679916037709,S,Elementary,,,,Magnolia Elementary,Cajon Valley Union,3,San Diego,1,286,792,4,8,5,797,31,No,713,,,1,No,,,,7,No,,,,4,No,,,,146,Yes,786,5,791,2,No,,,,78,Yes,811,A,A,9,No,,,,233,Yes,782,5,787,138,Yes,776,5,781,50,Yes,657,7,664,13,0,2,2,49,1,28,3,82,2,0,39,6,17,No,88,90,22,27,N/A,96,19,43,26,10,2,2.32,,,29,71,0,0,0,326,0,326,169.7087956,286,137.280,0,0.000,56.6,284,90.880,0,0.000,37.5,71,14.200,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,242.36,0.00,5.9,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"W. D. Hall Elementary, 1376 Pepper Drive, El Cajon, CA, 92021-1460",37679916037741,S,Elementary,,,,W. D. Hall Elementary,Cajon Valley Union,3,San Diego,1,258,785,4,4,5,790,18,No,733,,,2,No,,,,8,No,,,,2,No,,,,67,Yes,749,5,754,2,No,,,,145,Yes,807,A,A,5,No,,,,167,Yes,752,5,757,96,Yes,771,5,776,51,Yes,691,5,696,7,1,3,1,26,1,55,2,65,8,0,32,5,20,No,95,96,24,28,N/A,92,10,37,38,10,5,2.62,,,24,76,0,0,0,273,1,272,175.1906325,258,123.840,0,0.000,56.2,258,82.560,0,0.000,37.5,69,13.800,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,220.20,0.00,6.3,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Orange Glen Elementary, 2861 Valley Parkway, Escondido, CA, 92027-2930",37680986038947,S,Elementary,,,,Orange Glen Elementary,Escondido Union,3,San Diego,1,462,795,4,6,5,800,21,No,757,,,4,No,,,,19,No,912,,,12,No,893,,,323,Yes,771,5,776,4,No,,,,77,Yes,869,A,A,0,No,,,,365,Yes,775,5,780,272,Yes,768,5,773,71,No,730,,,5,1,4,3,69,1,16,0,77,11,2,52,7,12,No,95,95,23,26,N/A,79,36,26,25,11,2,2.16,,,24,76,0,0,0,495,0,495,173.9221338,462,221.760,0,0.000,56.4,462,147.840,0,0.000,37.6,119,23.800,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,393.40,0.00,6.0,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Miller Elementary, 1975 Miller Avenue, Escondido, CA, 92025",37680986066997,S,Elementary,,,,Miller Elementary,Escondido Union,3,San Diego,1,330,779,4,1,5,784,14,No,800,,,3,No,,,,14,No,839,,,12,No,928,,,158,Yes,724,5,729,3,No,,,,124,Yes,817,A,A,0,No,,,,188,Yes,741,5,746,106,Yes,718,5,723,53,No,607,,,4,1,4,3,48,1,37,0,57,14,1,27,5,13,No,96,96,19,30,N/A,90,13,26,34,22,6,2.81,,,26,74,0,0,0,343,0,343,180.8184587,330,158.400,0,0.000,56.4,329,105.280,0,0.000,37.5,86,17.200,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,280.88,0.00,6.1,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Orange Glen High, 2200 Glen Ridge Road, Escondido, CA, 92027-4115",37681063735313,S,High School,,,,Orange Glen High,Escondido Union High,3,San Diego,1,1618,731,4,7,5,736,33,No,738,,,3,No,,,,45,No,838,,,35,No,807,,,1287,Yes,717,5,722,11,No,720,,,197,Yes,786,5,791,5,No,,,,1363,Yes,724,5,729,1112,Yes,710,5,715,153,Yes,531,13,544,2,0,3,2,79,1,12,0,79,5,2,30,38,9,No,96,97,N/A,N/A,25,78,47,23,18,10,3,1.99,,,0,0,0,0,100,1706,0,1686,164.6745317,0,0.000,1612,483.600,27.0,0,0.000,1515,303.000,16.9,0,0.000,1231,270.820,15.1,0,0.000,1079,248.170,13.9,667,200.100,11.2,667,200.100,11.2,0.00,1790.84,3.4,608,60.800,0.0,0,0.000,0.6,103,10.300,0.8,279,13.950,
"La Paloma Elementary, 300 Heald Lane, Fallbrook, CA, 92028-2108",37681146038269,S,Elementary,,,,La Paloma Elementary,Fallbrook Union Elementary,3,San Diego,1,507,792,4,2,5,797,5,No,,,,2,No,,,,5,No,,,,5,No,,,,348,Yes,757,5,762,0,No,,,,134,Yes,872,A,A,7,No,,,,372,Yes,765,5,770,265,Yes,725,5,730,56,No,684,,,1,1,1,1,69,0,26,1,69,16,8,44,10,10,No,95,96,29,31,N/A,80,4,14,24,30,28,3.62,,,20,59,21,0,0,534,0,534,178.1546213,507,243.360,0,0.000,57.3,507,162.240,0,0.000,38.2,94,18.800,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,424.40,0.00,4.4,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Live Oak Elementary, 1978 Reche Road, Fallbrook, CA, 92028-2108",37681146109524,S,Elementary,,,,Live Oak Elementary,Fallbrook Union Elementary,3,San Diego,1,491,794,4,4,5,799,17,No,743,,,4,No,,,,3,No,,,,3,No,,,,301,Yes,755,5,760,3,No,,,,158,Yes,867,A,A,2,No,,,,365,Yes,775,5,780,223,Yes,734,5,739,71,No,610,,,4,1,1,1,62,1,32,1,67,14,9,40,6,12,No,94,95,29,29,N/A,94,11,18,19,30,22,3.34,,,18,58,23,0,0,525,1,524,176.3256030,490,235.200,0,0.000,57.3,491,157.120,0,0.000,38.3,91,18.200,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,410.52,0.00,4.4,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"El Capitan High, 10410 Ashwood Street, Lakeside, CA, 92040-2406",37681303731809,S,High School,,,,El Capitan High,Grossmont Union High,3,San Diego,1,1138,737,4,2,5,742,13,No,720,,,48,No,691,,,6,No,,,,13,No,850,,,253,Yes,689,6,695,5,No,,,,799,Yes,753,5,758,0,No,,,,326,Yes,686,6,692,108,Yes,654,7,661,154,Yes,528,14,542,1,4,0,1,22,0,70,0,27,35,0,6,4,13,No,92,95,N/A,N/A,23,99,6,29,43,13,9,2.91,,,0,0,0,0,100,1271,0,1206,170.5113657,0,0.000,1133,339.900,28.7,0,0.000,1091,218.200,18.4,0,0.000,646,142.120,12.0,0,0.000,738,169.740,14.3,426,127.800,10.8,415,124.500,10.5,0.00,1183.41,3.1,365,36.500,0.0,0,0.000,0.4,46,4.600,1.7,401,20.050,
"Greater San Diego Academy, 13881 Campo Road, Jamul, CA, 91935-3208",37681556117303,S,Elementary,,,D,Greater San Diego Academy,Jamul-Dulzura Union Elementary,3,San Diego,1,270,786,4,8,5,791,12,No,760,,,7,No,,,,13,No,909,,,1,No,,,,88,Yes,720,5,725,1,No,,,,147,Yes,826,A,A,0,No,,,,101,Yes,729,5,734,25,No,706,,,22,No,614,,,4,2,4,1,36,1,51,1,42,1,0,8,4,9,Yes,79,80,5,6,2,94,4,10,30,26,30,3.68,,,11,30,7,21,31,385,0,340,169.6354269,190,91.200,76,22.800,46.6,187,59.840,51,10.200,28.6,49,9.800,43,9.460,3.9,25,5.000,42,9.660,6.0,32,9.600,3.9,36,10.800,4.4,165.84,79.02,5.0,25,2.500,0.0,0,0.000,1.1,26,2.600,0.6,28,1.400,
"Julian Elementary, 1704 Cape Horn, Julian, CA, 92036-0337",37681636038327,S,Elementary,,,,Julian Elementary,Julian Union Elementary,3,San Diego,1,174,783,4,5,5,788,0,No,,,,25,No,730,,,3,No,,,,1,No,,,,45,No,738,,,0,No,,,,97,Yes,805,A,A,3,No,,,,93,Yes,732,5,737,27,No,728,,,26,No,595,,,3,13,2,1,24,0,56,2,55,18,0,13,2,15,No,93,93,17,24,N/A,92,14,31,34,20,0,2.60,,,17,56,27,0,0,189,0,188,174.9052104,174,83.520,0,0.000,57.0,174,55.680,0,0.000,38.0,37,7.400,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,146.60,0.00,5.0,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Lemon Crest Elementary, 12463 Lemon Crest Drive, Lakeside, CA, 92040-0578",37681896110092,S,Elementary,,,,Lemon Crest Elementary,Lakeside Union Elementary,3,San Diego,1,287,791,4,2,5,796,9,No,,,,5,No,,,,5,No,,,,5,No,,,,70,Yes,751,5,756,0,No,,,,180,Yes,814,A,A,13,No,917,,,147,Yes,764,5,769,33,No,764,,,49,No,644,,,5,2,2,2,24,0,61,4,50,8,0,8,2,17,No,91,92,21,30,N/A,97,3,22,46,26,4,3.06,,,30,70,0,0,0,314,0,314,179.2767477,287,137.760,0,0.000,56.6,286,91.520,0,0.000,37.6,71,14.200,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,243.48,0.00,5.8,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Barona Indian Charter, 1095 Barona Road, Lakeside, CA, 92040-1541",37681896120901,S,Elementary,,S,D,Barona Indian Charter,Lakeside Union Elementary,3,San Diego,1,66,794,4,,5,799,1,No,,,,20,No,721,,,0,No,,,,1,No,,,,16,No,768,,,0,No,,,,27,No,864,,,0,No,,,,3,No,,,,10,No,,,,9,No,,,,4,30,0,1,23,0,40,0,5,3,0,14,0,11,No,90,92,15,13,N/A,85,3,29,40,23,5,2.97,,,12,44,16,27,0,73,2,71,,66,31.680,0,0.000,54.4,66,21.120,0,0.000,36.3,17,3.400,0,0.000,0.0,10,2.000,0,0.000,3.4,0,0.000,0.0,0,0.000,0.0,58.20,0.00,5.8,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Bancroft Elementary, 8805 Tyler Street, Spring Valley, CA, 91977",37681976038418,S,Elementary,,,,Bancroft Elementary,La Mesa-Spring Valley,3,San Diego,1,417,781,4,7,5,786,60,No,779,,,0,No,,,,6,No,,,,8,No,,,,273,Yes,768,5,773,5,No,,,,39,No,814,,,24,No,849,,,378,Yes,775,5,780,179,Yes,757,5,762,48,No,600,,,13,0,2,2,66,1,10,5,90,7,0,35,12,10,No,92,93,31,34,N/A,92,29,33,25,12,0,2.21,,,19,60,21,0,0,458,0,457,170.5033719,417,200.160,0,0.000,57.6,416,133.120,0,0.000,38.3,72,14.400,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,347.68,0.00,4.1,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Casa de Oro Elementary, 10227 Ramona Drive, Spring Valley, CA, 91977",37681976038434,S,Elementary,,,,Casa de Oro Elementary,La Mesa-Spring Valley,3,San Diego,1,246,792,4,5,5,797,25,No,749,,,1,No,,,,3,No,,,,5,No,,,,146,Yes,778,5,783,5,No,,,,44,No,847,,,17,No,858,,,183,Yes,765,5,770,81,Yes,755,5,760,49,No,654,,,11,0,1,2,59,2,17,7,75,7,0,24,10,17,No,93,95,27,30,N/A,91,15,30,36,17,3,2.62,,,21,61,18,0,0,264,0,264,173.1999565,246,118.080,0,0.000,57.3,246,78.720,0,0.000,38.2,46,9.200,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,206.00,0.00,4.5,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Mt. Vernon Elementary, 8350 Mount Vernon Street, Lemon Grove, CA, 91945",37682056038632,S,Elementary,,,,Mt. Vernon Elementary,Lemon Grove,3,San Diego,1,339,784,4,5,5,789,40,No,731,,,0,No,,,,10,No,,,,11,No,866,,,213,Yes,767,5,772,6,No,,,,34,No,878,,,25,No,835,,,339,Yes,784,5,789,139,Yes,757,5,762,41,No,685,,,12,0,3,3,63,2,10,7,100,17,0,31,10,11,No,95,96,28,28,N/A,98,20,22,34,18,6,2.67,,,22,65,13,0,0,359,0,359,173.9816216,339,162.720,0,0.000,57.2,339,108.480,0,0.000,38.1,66,13.200,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,284.40,0.00,4.6,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"San Miguel Elementary, 7059 San Miguel Avenue, Lemon Grove, CA, 91945-2515",37682056038665,S,Elementary,,,,San Miguel Elementary,Lemon Grove,3,San Diego,1,388,796,4,8,4,800,103,Yes,740,5,745,4,No,,,,18,No,913,,,9,No,,,,193,Yes,785,5,790,4,No,,,,51,No,886,,,6,No,,,,388,Yes,796,4,800,168,Yes,781,5,786,41,No,609,,,28,1,5,2,50,1,12,1,100,15,0,32,12,9,No,92,93,31,30,N/A,100,20,31,30,12,6,2.54,,,17,62,21,0,0,421,0,421,170.3809030,388,186.240,0,0.000,57.4,388,124.160,0,0.000,38.3,69,13.800,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,324.20,0.00,4.3,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"John A. Otis Elementary, 621 East 18th Street, National City, CA, 91950-4630",37682216038756,S,Elementary,,,,John A. Otis Elementary,National Elementary,3,San Diego,1,296,779,4,6,5,784,3,No,,,,0,No,,,,6,No,,,,17,No,880,,,265,Yes,765,5,770,0,No,,,,3,No,,,,2,No,,,,296,Yes,779,5,784,238,Yes,774,5,779,43,No,641,,,1,0,2,6,90,0,1,1,100,27,0,72,8,14,No,93,93,21,29,N/A,90,31,31,26,10,2,2.22,,,15,60,25,0,0,324,0,324,172.1535658,296,142.080,0,0.000,57.4,296,94.720,0,0.000,38.3,54,10.800,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,247.60,0.00,4.4,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Kimball, 302 West 18th Street, National City, CA, 91950-5526",37682216038772,S,Elementary,,,,Kimball,National Elementary,3,San Diego,1,254,786,4,8,5,791,1,No,,,,0,No,,,,1,No,,,,1,No,,,,248,Yes,785,5,790,0,No,,,,1,No,,,,1,No,,,,253,Yes,786,5,791,213,Yes,782,5,787,32,No,655,,,0,0,0,1,97,0,1,0,100,27,0,76,8,12,No,94,94,21,25,N/A,82,43,30,16,10,1,1.97,,,22,56,22,0,0,279,0,279,171.5334776,254,121.920,0,0.000,57.5,254,81.280,0,0.000,38.3,45,9.000,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,212.20,0.00,4.2,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
