Address,CDS,RTYPE,STYPEleMiddle Schoolentary,SPED,SIZE,CHARTER,SNAME,DNAME,Table,CNAME,INCLUDE,VALID,API12B,ST_RANK,SIM_RANK,GR_TARG,API_TARG,AA_NUM,AA_SIG,AA_API,AA_GT,AA_TARG,AI_NUM,AI_SIG,AI_API,AI_GT,AI_TARG,AS_NUM,AS_SIG,AS_API,AS_GT,AS_TARG,FI_NUM,FI_SIG,FI_API,FI_GT,FI_TARG,HI_NUM,HI_SIG,HI_API,HI_GT,HI_TARG,PI_NUM,PI_SIG,PI_API,PI_GT,PI_TARG,WH_NUM,WH_SIG,WH_API,WH_GT,WH_TARG,MR_NUM,MR_SIG,MR_API,MR_GT,MR_TARG,SD_NUM,SD_SIG,SD_API,SD_GT,SD_TARG,EL_NUM,EL_SIG,EL_API,EL_GT,EL_TARG,DI_NUM,DI_SIG,DI_API,DI_GT,DI_TARG,PCT_AA,PCT_AI,PCT_AS,PCT_FI,PCT_HI,PCT_PI,PCT_WH,PCT_MR,MEALS,P_GATE,P_MIGED,P_EL,P_RFEP,P_DI,YR_RND,CBMOB,DMOB,ACS_K3,ACS_46,ACS_CORE,PCT_RESP,NOT_HSG,HSG,SOME_COL,COL_GRAD,GRAD_SCH,AVG_ED,FULL,EMER,PEN_2,PEN_35,PEN_6,PEN_78,PEN_91,ENROLL,PARENT_OPT,TESTED,SCI,VCST_E28,PCST_E28,VCST_E91,PCST_E91,CW_CSTE,VCST_M28,PCST_M28,VCST_M91,PCST_M91,CW_CSTM,VCST_S28,PCST_S28,VCST_S91,PCST_S91,CWS_91,VCST_H28,PCST_H28,VCST_H91,PCST_H91,CW_CSTH,VCHS_E91,PCHS_E91,CW_CHSE,VCHS_M91,PCHS_M91,CW_CHSM,TOT_28,TOT_91,CW_SCI,VCST_LS10,PCST_LS10,CWM2_28,VCSTM2_28,PCSTM2_28,CWM2_91,VCSTM2_91,PCSTM2_91,CWS2_91,VCSTS2_91,PCSTS2_91,IRG5
"Frank Augustus Miller Middle, 17925 Krameria Avenue, Riverside, CA, 92504",33672150119180,S,Middle School,,,,Frank Augustus Miller Middle,Riverside Unified,3,Riverside,1,901,885,9,9,A,A,94,No,862,,,4,No,,,,60,No,967,,,35,No,971,,,291,Yes,841,A,A,6,No,,,,403,Yes,903,A,A,0,No,,,,322,Yes,847,A,A,81,No,803,,,114,Yes,723,5,728,10,1,7,4,32,1,44,0,35,12,0,4,8,12,No,97,98,N/A,N/A,27,99,5,12,40,25,18,3.39,,,0,0,0,100,0,934,0,928,181.8467361,901,432.480,0,0.000,48.7,900,288.000,0,0.000,32.4,421,84.200,0,0.000,0.0,415,83.000,0,0.000,9.4,0,0.000,0.0,0,0.000,0.0,887.68,0.00,9.5,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Amelia Earhart Middle, 20202 Aptos Street, Riverside, CA, 92508-3256",33672156112668,S,Middle School,,,,Amelia Earhart Middle,Riverside Unified,3,Riverside,1,1016,907,9,9,A,A,94,No,881,,,1,No,,,,80,No,981,,,21,No,967,,,299,Yes,871,A,A,11,No,843,,,497,Yes,920,A,A,1,No,,,,278,Yes,864,A,A,65,No,837,,,93,No,738,,,10,0,8,2,29,1,49,0,27,16,0,2,8,8,No,97,97,N/A,N/A,30,99,2,8,36,26,27,3.68,,,0,0,0,100,0,1048,0,1048,185.5675791,1015,487.200,0,0.000,47.5,1014,324.480,0,0.000,31.6,534,106.800,0,0.000,0.0,534,106.800,0,0.000,10.4,0,0.000,0.0,0,0.000,0.0,1025.38,0.00,10.4,0,0.000,0.0,1,0.100,0.0,0,0.000,0.0,0,0.000,
"San Jacinto Leadership Academy - Magnet, 1599 Malaga Drive, San Jacinto, CA, 92583-2369",33672490123844,S,Middle School,,,,San Jacinto Leadership Academy - Magnet,San Jacinto Unified,3,Riverside,1,120,896,9,10,A,A,3,No,,,,0,No,,,,2,No,,,,5,No,,,,68,Yes,885,A,A,0,No,,,,39,No,904,,,3,No,,,,71,Yes,875,A,A,22,No,863,,,5,No,,,,2,0,2,4,57,0,33,2,58,18,0,5,19,2,No,96,98,N/A,33,32,97,7,25,40,13,16,3.07,,,0,0,51,49,0,125,0,125,182.3742140,120,57.600,0,0.000,60.0,120,38.400,0,0.000,40.0,0,0.000,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,96.00,0.00,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,Y
"Tuscany Hills Elementary, 23 Ponte Russo, Lake Elsinore, CA, 92532",33751766111082,S,Elementary,,,,Tuscany Hills Elementary,Lake Elsinore Unified,3,Riverside,1,467,914,9,10,A,A,34,No,864,,,1,No,,,,19,No,942,,,15,No,930,,,109,Yes,882,A,A,5,No,,,,284,Yes,930,A,A,0,No,,,,169,Yes,876,A,A,38,No,872,,,78,No,864,,,7,0,4,3,25,1,60,0,35,13,0,6,2,12,No,96,97,24,33,N/A,99,2,14,38,30,16,3.44,,,27,73,0,0,0,489,0,489,184.9076237,467,224.160,0,0.000,56.5,467,149.440,0,0.000,37.6,117,23.400,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,397.00,0.00,5.9,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Cottonwood Canyon Elementary, 32100 Lost Road, Lake Elsinore, CA, 92532",33751766120455,S,Elementary,,,,Cottonwood Canyon Elementary,Lake Elsinore Unified,3,Riverside,1,566,892,9,7,A,A,29,No,842,,,6,No,,,,23,No,978,,,34,No,926,,,152,Yes,871,A,A,5,No,,,,316,Yes,898,A,A,0,No,,,,203,Yes,864,A,A,56,No,883,,,67,No,858,,,5,1,4,6,27,1,56,0,35,13,0,4,6,10,No,97,97,23,27,N/A,100,2,18,31,35,14,3.40,,,25,75,0,0,0,589,0,588,185.2010590,566,271.680,0,0.000,56.5,566,181.120,0,0.000,37.7,140,28.000,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,480.80,0.00,5.8,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"French Valley Elementary, 36680 Cady Road, Winchester, CA, 92596",33751920101097,S,Elementary,,,,French Valley Elementary,Temecula Valley Unified,3,Riverside,1,549,905,9,10,A,A,19,No,827,,,4,No,,,,19,No,942,,,29,No,915,,,184,Yes,881,A,A,1,No,,,,248,Yes,918,A,A,41,No,929,,,148,Yes,884,A,A,63,No,872,,,100,No,838,,,4,2,3,5,34,0,45,7,24,0,0,7,4,15,No,89,91,22,28,N/A,99,4,12,39,36,9,3.35,,,26,74,0,0,0,620,0,620,180.8576982,549,263.520,0,0.000,56.5,548,175.360,0,0.000,37.6,138,27.600,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,466.48,0.00,5.9,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Erle Stanley Gardner Middle, 45125 Via Del Coronado, Temecula, CA, 92592",33751920101105,S,Middle School,,,,Erle Stanley Gardner Middle,Temecula Valley Unified,3,Riverside,1,1013,891,9,10,A,A,40,No,865,,,27,No,786,,,37,No,923,,,101,Yes,922,A,A,310,Yes,865,A,A,5,No,,,,402,Yes,912,A,A,91,No,880,,,183,Yes,843,A,A,88,No,812,,,186,Yes,724,5,729,4,3,4,10,31,1,40,9,17,10,0,3,7,16,No,93,95,N/A,30,29,100,3,10,34,38,15,3.53,,,0,0,33,67,0,1087,5,1081,181.3660401,1012,485.760,0,0.000,51.4,1012,323.840,0,0.000,34.3,342,68.400,0,0.000,0.0,337,67.400,0,0.000,7.1,0,0.000,0.0,0,0.000,0.0,945.50,0.00,7.2,0,0.000,0.0,1,0.100,0.0,0,0.000,0.0,0,0.000,
"Great Oak High, 32555 Deer Hollow Way, Temecula, CA, 92592",33751920105734,S,High School,,,,Great Oak High,Temecula Valley Unified,3,Riverside,1,2483,850,9,8,A,A,99,No,793,,,56,No,802,,,125,Yes,894,A,A,141,Yes,872,A,A,681,Yes,826,A,A,15,No,878,,,1215,Yes,861,A,A,141,Yes,860,A,A,304,Yes,790,5,795,111,Yes,706,5,711,267,Yes,674,6,680,4,2,5,6,28,1,49,6,11,13,0,2,6,10,No,96,97,N/A,N/A,32,98,3,9,32,37,19,3.60,,,0,0,0,0,100,2591,4,2574,178.0370091,0,0.000,2482,744.600,27.6,0,0.000,2446,489.200,18.2,0,0.000,2359,518.980,19.3,0,0.000,1576,362.480,13.5,816,244.800,9.1,822,246.600,9.2,0.00,2693.06,2.9,786,78.600,0.0,0,0.000,0.1,35,3.500,0.2,86,4.300,
"Bella Vista Middle, 31650 Browning Street, Murrieta, CA, 92563",33751920105759,S,Middle School,,,,Bella Vista Middle,Temecula Valley Unified,3,Riverside,1,1200,886,9,9,A,A,75,No,870,,,17,No,848,,,51,No,947,,,106,Yes,937,A,A,394,Yes,853,A,A,9,No,,,,482,Yes,898,A,A,63,No,895,,,267,Yes,848,A,A,69,No,769,,,152,Yes,717,5,722,7,2,4,9,33,1,40,5,21,9,0,2,5,12,No,95,96,N/A,28,29,99,2,14,38,35,11,3.38,,,0,0,35,65,0,1266,1,1261,181.7599327,1200,576.000,0,0.000,51.2,1199,383.680,0,0.000,34.1,411,82.200,0,0.000,0.0,411,82.200,0,0.000,7.3,0,0.000,0.0,0,0.000,0.0,1124.08,0.00,7.3,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Susan La Vorgna Elementary, 31777 Algarve Avenue, Winchester, CA, 92596",33751920108498,S,Elementary,,,,Susan La Vorgna Elementary,Temecula Valley Unified,3,Riverside,1,409,899,9,9,A,A,22,No,811,,,2,No,,,,12,No,966,,,32,No,938,,,109,Yes,869,A,A,3,No,,,,197,Yes,910,A,A,32,No,924,,,109,Yes,884,A,A,37,No,819,,,53,No,762,,,5,0,3,8,28,1,46,8,25,0,0,7,3,12,No,95,95,21,27,N/A,99,2,14,41,34,9,3.35,,,26,74,0,0,0,432,0,432,183.6640392,409,196.320,0,0.000,57.0,409,130.880,0,0.000,38.0,86,17.200,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,344.40,0.00,5.0,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Tony Tobin Elementary, 45200 Morgan Hill Drive, Temecula, CA, 92592",33751920108506,S,Elementary,,,,Tony Tobin Elementary,Temecula Valley Unified,3,Riverside,1,559,905,9,9,A,A,15,No,871,,,4,No,,,,28,No,984,,,19,No,903,,,113,Yes,851,A,A,3,No,,,,314,Yes,913,A,A,56,No,951,,,63,No,850,,,51,No,795,,,75,No,801,,,3,1,5,3,21,0,55,9,11,0,0,7,3,13,No,91,92,22,31,N/A,97,1,7,26,39,27,3.83,,,22,78,0,0,0,614,1,612,185.3367397,559,268.320,0,0.000,56.3,558,178.560,0,0.000,37.5,147,29.400,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,476.28,0.00,6.2,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Temecula Luiseno Elementary, 45754 Wolf Creek Drive, North, Temecula, CA, 92592",33751920113696,S,Elementary,,,,Temecula Luiseno Elementary,Temecula Valley Unified,3,Riverside,1,646,890,9,7,A,A,19,No,832,,,10,No,,,,33,No,927,,,66,No,929,,,196,Yes,854,A,A,0,No,,,,282,Yes,905,A,A,40,No,898,,,123,Yes,835,A,A,75,No,833,,,97,No,696,,,3,1,5,10,30,0,44,6,18,1,0,8,4,14,No,96,97,22,27,N/A,100,2,12,32,37,18,3.58,,,26,74,0,0,0,676,2,673,185.4637928,646,310.080,0,0.000,56.1,646,206.720,0,0.000,37.4,178,35.600,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,552.40,0.00,6.4,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Chaparral High, 27215 Nicolas Road, Temecula, CA, 92591",33751923330743,S,High School,,,,Chaparral High,Temecula Valley Unified,3,Riverside,1,2236,835,9,7,A,A,121,Yes,767,5,772,14,No,839,,,93,No,895,,,153,Yes,855,A,A,740,Yes,799,1,800,13,No,824,,,994,Yes,860,A,A,86,No,858,,,473,Yes,779,5,784,191,Yes,701,5,706,205,Yes,645,8,653,6,1,4,7,33,1,44,4,18,14,0,5,8,9,No,98,98,N/A,N/A,30,93,6,14,33,34,13,3.34,,,0,0,0,0,100,2320,4,2295,177.0357172,0,0.000,2232,669.600,27.5,0,0.000,2159,431.800,17.7,0,0.000,2072,455.840,18.7,0,0.000,1465,336.950,13.8,757,227.100,9.3,754,226.200,9.3,0.00,2433.19,2.9,714,71.400,0.0,0,0.000,0.3,76,7.600,0.3,134,6.700,
"Temecula Middle, 42075 Meadows Parkway, Temecula, CA, 92592-3800",33751926032825,S,Middle School,,,,Temecula Middle,Temecula Valley Unified,3,Riverside,1,1121,893,9,10,A,A,32,No,906,,,9,No,,,,33,No,965,,,43,No,910,,,316,Yes,860,A,A,5,No,,,,632,Yes,902,A,A,39,No,944,,,174,Yes,850,A,A,71,No,775,,,145,Yes,702,5,707,3,1,3,4,28,0,57,3,14,20,0,3,6,12,No,90,98,N/A,27,30,97,3,8,31,35,22,3.65,,,0,0,31,69,0,1253,1,1252,182.1884927,1121,538.080,0,0.000,50.7,1120,358.400,0,0.000,33.8,412,82.400,0,0.000,0.0,409,81.800,0,0.000,7.7,0,0.000,0.0,0,0.000,0.0,1060.68,0.00,7.8,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Rancho Elementary, 31530 La Serena Way, Temecula, CA, 92591-5080",33751926106017,S,Elementary,,,,Rancho Elementary,Temecula Valley Unified,3,Riverside,1,366,920,9,8,A,A,11,No,799,,,2,No,,,,15,No,949,,,14,No,933,,,100,Yes,888,A,A,1,No,,,,191,Yes,930,A,A,31,No,972,,,51,No,872,,,33,No,848,,,42,No,832,,,3,1,4,4,28,0,52,9,13,0,0,6,3,10,No,96,97,24,31,N/A,100,2,10,27,37,23,3.70,,,25,75,0,0,0,381,0,381,186.9748799,366,175.680,0,0.000,56.3,366,117.120,0,0.000,37.5,97,19.400,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,312.20,0.00,6.2,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Margarita Middle, 30600 Margarita Road, Temecula, CA, 92591",33751926107254,S,Middle School,,,,Margarita Middle,Temecula Valley Unified,3,Riverside,1,912,888,9,9,A,A,35,No,835,,,7,No,,,,27,No,972,,,28,No,915,,,322,Yes,844,A,A,3,No,,,,447,Yes,919,A,A,37,No,899,,,260,Yes,815,A,A,99,No,766,,,110,Yes,700,5,705,4,1,3,3,36,0,48,4,26,14,0,6,7,11,No,95,96,N/A,27,29,97,7,14,32,32,15,3.33,,,0,0,34,66,0,963,0,962,182.2239459,912,437.760,0,0.000,51.5,911,291.520,0,0.000,34.3,301,60.200,0,0.000,0.0,300,60.000,0,0.000,7.1,0,0.000,0.0,0,0.000,0.0,849.48,0.00,7.1,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Nicolas Valley Elementary, 39600 North General Kearney Road, Temecula, CA, 92591",33751926109417,S,Elementary,,,,Nicolas Valley Elementary,Temecula Valley Unified,3,Riverside,1,539,894,9,10,A,A,22,No,881,,,2,No,,,,16,No,955,,,39,No,892,,,207,Yes,862,A,A,9,No,,,,196,Yes,917,A,A,47,No,939,,,186,Yes,856,A,A,86,Yes,875,A,A,47,No,739,,,5,1,3,7,38,2,37,8,31,0,0,7,8,9,No,94,94,22,28,N/A,99,5,15,36,35,10,3.31,,,26,74,0,0,0,577,0,575,182.6580378,539,258.720,0,0.000,56.9,539,172.480,0,0.000,37.9,117,23.400,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,454.60,0.00,5.1,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Red Hawk Elementary, 32045 Camino San Jose, Temecula, CA, 92592-1025",33751926110084,S,Elementary,,,,Red Hawk Elementary,Temecula Valley Unified,3,Riverside,1,301,912,9,10,A,A,8,No,,,,0,No,,,,15,No,956,,,18,No,901,,,86,Yes,892,A,A,0,No,,,,138,Yes,925,A,A,35,No,918,,,64,Yes,889,A,A,28,No,877,,,38,No,780,,,3,0,5,6,29,0,46,11,19,1,0,6,3,13,No,94,94,21,22,N/A,99,2,12,31,38,17,3.55,,,23,77,0,0,0,325,1,321,184.5255773,301,144.480,0,0.000,55.9,301,96.320,0,0.000,37.2,89,17.800,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,258.60,0.00,6.9,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Vail Ranch Middle, 33340 Camino Piedra Rojo, Temecula, CA, 92592-1184",33751926112098,S,Middle School,,,,Vail Ranch Middle,Temecula Valley Unified,3,Riverside,1,1177,900,9,8,A,A,45,No,834,,,12,No,811,,,67,No,948,,,52,No,898,,,282,Yes,863,A,A,7,No,,,,610,Yes,917,A,A,100,Yes,921,A,A,165,Yes,854,A,A,73,No,785,,,142,Yes,738,5,743,4,1,6,4,24,1,52,8,13,16,0,3,4,11,No,94,97,N/A,31,30,98,3,8,29,39,21,3.67,,,0,0,32,68,0,1251,2,1247,185.1437571,1176,564.480,0,0.000,51.2,1174,375.680,0,0.000,34.1,404,80.800,0,0.000,0.0,404,80.800,0,0.000,7.3,0,0.000,0.0,0,0.000,0.0,1101.86,0.00,7.3,0,0.000,0.0,1,0.100,0.0,0,0.000,0.0,0,0.000,
"Temecula Valley Charter, 35755 Abelia Street, Winchester, CA, 92596-8450",33751926112551,S,Elementary,,,D,Temecula Valley Charter,Temecula Valley Unified,3,Riverside,1,347,907,9,9,A,A,10,No,,,,1,No,,,,3,No,,,,10,No,,,,94,Yes,877,A,A,1,No,,,,208,Yes,916,A,A,20,No,929,,,57,Yes,904,A,A,15,No,831,,,49,No,786,,,3,0,1,3,27,0,60,6,16,6,0,1,4,12,No,96,99,24,27,N/A,97,0,9,28,40,23,3.77,,,13,43,16,29,0,361,0,361,185.1953997,347,166.560,0,0.000,54.5,347,111.040,0,0.000,36.4,94,18.800,0,0.000,0.0,45,9.000,0,0.000,2.9,0,0.000,0.0,0,0.000,0.0,305.40,0.00,6.2,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Paloma Elementary, 42940 Via Rami, Temecula, CA, 92592-3648",33751926112809,S,Elementary,,,,Paloma Elementary,Temecula Valley Unified,3,Riverside,1,448,920,9,10,A,A,14,No,870,,,5,No,,,,16,No,947,,,13,No,925,,,124,Yes,882,A,A,0,No,,,,268,Yes,938,A,A,8,No,,,,97,Yes,875,A,A,47,No,830,,,77,Yes,807,A,A,3,2,4,4,28,0,58,2,20,3,0,5,5,16,No,94,96,21,28,N/A,98,2,14,32,36,16,3.49,,,24,76,0,0,0,477,0,477,184.2629801,448,215.040,0,0.000,56.2,448,143.360,0,0.000,37.5,120,24.000,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,382.40,0.00,6.3,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Pauba Valley Elementary, 33125 Regina Drive, Temecula, CA, 92592",33751926113641,S,Elementary,,,,Pauba Valley Elementary,Temecula Valley Unified,3,Riverside,1,402,899,9,7,A,A,15,No,853,,,8,No,,,,14,No,952,,,16,No,911,,,131,Yes,877,A,A,0,No,,,,170,Yes,914,A,A,48,No,925,,,83,Yes,844,A,A,44,No,870,,,49,No,719,,,4,2,3,5,32,0,42,12,19,0,0,4,7,11,No,98,98,20,27,N/A,100,2,11,39,35,13,3.44,,,24,76,0,0,0,414,0,414,185.8513846,402,192.960,0,0.000,56.0,402,128.640,0,0.000,37.4,114,22.800,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,344.40,0.00,6.6,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Vintage Hills Elementary, 42240 Camino Romo, Temecula, CA, 92592",33751926114243,S,Elementary,,,,Vintage Hills Elementary,Temecula Valley Unified,3,Riverside,1,497,912,9,9,A,A,7,No,,,,5,No,,,,14,No,948,,,7,No,,,,116,Yes,884,A,A,1,No,,,,307,Yes,922,A,A,40,No,920,,,80,Yes,860,A,A,27,No,823,,,57,No,766,,,1,1,3,2,25,0,61,8,15,0,0,3,3,11,No,92,93,23,33,N/A,100,1,8,30,41,20,3.71,,,25,75,0,0,0,542,1,540,185.5530052,497,238.560,0,0.000,56.4,497,159.040,0,0.000,37.6,128,25.600,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,423.20,0.00,6.0,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Helen Hunt Jackson Elementary, 32400 Camino San Dimas, Temecula, CA, 92592",33751926116438,S,Elementary,,,,Helen Hunt Jackson Elementary,Temecula Valley Unified,3,Riverside,1,261,912,9,9,A,A,14,No,767,,,4,No,,,,17,No,949,,,17,No,964,,,59,Yes,907,A,A,3,No,,,,129,Yes,931,A,A,16,No,866,,,27,No,894,,,20,No,908,,,31,No,781,,,5,2,7,6,22,1,49,6,10,0,0,3,5,11,No,93,94,23,33,N/A,98,0,7,31,37,24,3.78,,,26,74,0,0,0,281,0,281,186.1918487,261,125.280,0,0.000,56.6,261,83.520,0,0.000,37.7,63,12.600,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,221.40,0.00,5.7,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Vista Murrieta High, 28251 Clinton Keith Road, Murrieta, CA, 92563",33752000100420,S,High School,,,,Vista Murrieta High,Murrieta Valley Unified,3,Riverside,1,2351,837,9,9,A,A,182,Yes,787,5,792,6,No,,,,122,Yes,909,A,A,191,Yes,869,A,A,787,Yes,813,A,A,16,No,826,,,922,Yes,849,A,A,125,Yes,856,A,A,666,Yes,802,A,A,74,No,743,,,246,Yes,683,6,689,8,0,5,8,34,1,39,5,26,4,0,1,6,10,No,95,97,N/A,N/A,28,97,4,16,35,32,13,3.34,,,0,0,0,0,100,2481,3,2465,175.3493165,0,0.000,2317,695.100,27.4,0,0.000,2206,441.200,17.4,0,0.000,2014,443.080,17.4,0,0.000,1486,341.780,13.4,846,253.800,10.0,857,257.100,10.1,0.00,2541.26,3.1,798,79.800,0.0,0,0.000,0.6,144,14.400,0.6,300,15.000,
"Antelope Hills Elementary, 36105 Murrieta Oaks Avenue, Murrieta, CA, 92562",33752000108530,S,Elementary,,,,Antelope Hills Elementary,Murrieta Valley Unified,3,Riverside,1,562,897,9,6,A,A,29,No,843,,,4,No,,,,43,No,907,,,38,No,903,,,154,Yes,873,A,A,4,No,,,,278,Yes,912,A,A,12,No,917,,,143,Yes,856,A,A,38,No,863,,,89,No,823,,,6,1,7,7,28,1,49,3,24,14,0,3,4,13,No,94,94,24,30,N/A,99,2,5,32,41,21,3.74,,,24,76,0,0,0,600,0,599,186.4403045,562,269.760,0,0.000,56.4,562,179.840,0,0.000,37.6,145,29.000,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,478.60,0.00,6.1,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Lisa J. Mails Elementary, 35185 Briggs Road, Murrieta, CA, 92563",33752000114058,S,Elementary,,,,Lisa J. Mails Elementary,Murrieta Valley Unified,3,Riverside,1,692,889,9,5,A,A,26,No,859,,,1,No,,,,22,No,920,,,31,No,928,,,196,Yes,871,A,A,5,No,,,,338,Yes,895,A,A,73,No,901,,,169,Yes,846,A,A,39,No,834,,,108,No,781,,,4,0,3,5,28,1,49,11,24,9,0,3,2,13,No,97,97,24,30,N/A,81,1,9,36,35,19,3.62,,,28,72,0,0,0,715,0,715,186.4877678,692,332.160,0,0.000,56.1,692,221.440,0,0.000,37.4,190,38.000,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,591.60,0.00,6.4,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Dorothy McElhinney Middle, 35185 Briggs Road, Murrieta, CA, 92563",33752000117408,S,Middle School,,,,Dorothy McElhinney Middle,Murrieta Valley Unified,3,Riverside,1,1044,898,9,10,A,A,70,No,851,,,2,No,,,,58,No,939,,,76,No,924,,,273,Yes,866,A,A,5,No,,,,484,Yes,913,A,A,76,No,898,,,278,Yes,866,A,A,40,No,771,,,149,Yes,797,3,800,7,0,5,8,26,0,46,7,26,9,0,1,5,12,No,96,97,N/A,30,29,96,2,11,33,39,14,3.54,,,0,0,33,67,0,1090,0,1090,183.3343952,1044,501.120,0,0.000,52.2,1044,334.080,0,0.000,34.8,315,63.000,0,0.000,0.0,311,62.200,0,0.000,6.5,0,0.000,0.0,0,0.000,0.0,960.40,0.00,6.6,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Murrieta Valley High, 42200 Nighthawk Way, Murrieta, CA, 92562-6235",33752003330529,S,High School,,,,Murrieta Valley High,Murrieta Valley Unified,3,Riverside,1,1637,848,9,7,A,A,60,No,753,,,10,No,,,,70,No,908,,,46,No,886,,,442,Yes,810,A,A,5,No,,,,949,Yes,865,A,A,54,No,853,,,336,Yes,791,5,796,47,No,704,,,138,Yes,642,8,650,4,1,4,3,27,0,58,3,19,10,0,1,5,8,No,97,98,N/A,N/A,29,95,3,10,36,33,17,3.50,,,0,0,0,0,100,1702,0,1683,179.5137878,0,0.000,1619,485.700,27.2,0,0.000,1556,311.200,17.4,0,0.000,1488,327.360,18.3,0,0.000,1029,236.670,13.3,589,176.700,9.9,585,175.500,9.8,0.00,1784.33,3.2,570,57.000,0.0,0,0.000,0.5,81,8.100,0.3,122,6.100,
"Alta Murrieta Elementary, 39475 Whitewood Road, Murrieta, CA, 92563-6512",33752006107841,S,Elementary,,,,Alta Murrieta Elementary,Murrieta Valley Unified,3,Riverside,1,435,911,9,9,A,A,18,No,870,,,0,No,,,,15,No,960,,,21,No,949,,,164,Yes,896,A,A,4,No,,,,198,Yes,923,A,A,15,No,835,,,182,Yes,880,A,A,49,No,861,,,49,No,809,,,4,0,3,6,38,1,45,3,42,15,0,6,6,9,No,96,96,24,33,N/A,96,3,20,33,30,14,3.32,,,27,73,0,0,0,454,0,454,185.2031815,435,208.800,0,0.000,56.2,435,139.200,0,0.000,37.4,119,23.800,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,371.80,0.00,6.4,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Thompson Middle, 24040 Hayes Avenue, Murrietta, CA, 92562-9198",33752006112429,S,Middle School,,,,Thompson Middle,Murrieta Valley Unified,3,Riverside,1,1681,884,9,5,A,A,69,No,817,,,10,No,,,,55,No,956,,,39,No,934,,,491,Yes,848,A,A,9,No,,,,955,Yes,903,A,A,53,No,906,,,426,Yes,819,A,A,62,No,708,,,141,Yes,737,5,742,4,1,3,3,29,1,56,3,25,20,0,2,4,7,No,97,97,N/A,30,28,97,3,9,35,36,17,3.55,,,0,0,33,67,0,1740,1,1739,185.8043235,1681,806.880,0,0.000,51.4,1679,537.280,0,0.000,34.2,569,113.800,0,0.000,0.0,558,111.600,0,0.000,7.1,0,0.000,0.0,0,0.000,0.0,1569.56,0.00,7.3,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
