School Year,System Id,System Name,School Id,School Name,Grade Configuration,Grade Cluster,Achievement Points,Progress Points,Achievement Gap Points,ETB Points,EL/ED/SWD Performance Points,Challenge Points,CCRPI Score
2012,647,Dougherty County,4056,Merry Acres Middle School,"06, 07, 08",M,53.9,10,12.8,0,3.8,3.8,80.5
2012,663,Glynn County,4054,Risley Early College Academy,"06, 07, 08",M,50.6,9.6,11.3,0.5,8.5,9,80.5
2012,714,Pike County,0101,Pike County Elementary School,"03, 04, 05",E,56.4,9.2,11.3,1.5,2.1,3.6,80.5
2012,755,Whitfield County,0775,Westside Middle School,"06, 07, 08",M,58.1,7.9,11.3,0.5,2.7,3.2,80.5
2012,761,Atlanta Public Schools,1208,Imagine Wesley International Academy Charter Facility,"KK, 01, 02, 03, 04, 05, 06, 07, 08",E,55,11.1,12,0,2.4,2.4,80.5
2012,605,Baldwin County,0104,Eagle Ridge Elementary School,"KK, 01, 02, 03, 04, 05",E,51.8,10.9,14.3,1,2.6,3.6,80.6
2012,608,Bartow County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,56.4,9.2,12,0,3,3,80.6
2012,643,Decatur County,4052,Jones-Wheat Elementary School,"PK, KK, 01, 02, 03, 04",E,51.9,8.5,12,0.5,7.7,8.2,80.6
2012,644,DeKalb County,3053,Chesnut Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,60.1,9.2,10.5,0.5,0.3,0.8,80.6
2012,660,Fulton County,0175,Jackson Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,55,10.2,11.3,1.5,2.6,4.1,80.6
2012,681,Jefferson County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,55.5,9.8,12.8,0,2.5,2.5,80.6
2012,734,Telfair County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,50.1,9.1,13.1,0,8.3,8.3,80.6
2012,734,Telfair County,0201,Telfair County High School,"09, 10, 11, 12",H,50.1,9.1,13.1,0,8.3,8.3,80.6
2012,772,Dalton City,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,55.3,9.7,10.5,0,5.1,5.1,80.6
2012,618,Butts County,0104,Hampton L. Daughtry Elementary School,"KK, 01, 02, 03, 04, 05",E,54.2,7.8,11.3,0.5,6.9,7.4,80.7
2012,631,Clayton County,0174,Mundys Mill Middle School,"06, 07, 08",M,55.7,10.6,10.5,0.5,3.4,3.9,80.7
2012,672,Harris County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,58.8,9.3,11.3,0,1.3,1.3,80.7
2012,707,Newton County,0106,Rocky Plains Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56.3,8.6,10.5,1,4.3,5.3,80.7
2012,710,Paulding County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,58.3,9.3,10.5,0,2.6,2.6,80.7
2012,748,Ware County,0195,Ware County High School,"09, 10, 11, 12",H,54.1,10.3,14.1,0,2.2,2.2,80.7
2012,748,Ware County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,54.1,10.3,14.1,0,2.2,2.2,80.7
2012,603,Bacon County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,52,10.4,14.1,0,4.3,4.3,80.8
2012,603,Bacon County,0302,Bacon County High School,"09, 10, 11, 12",H,52,10.4,14.1,0,4.3,4.3,80.8
2012,633,Cobb County,1056,East Cobb Middle School,"06, 07, 08",M,56.2,10.3,12,0.5,1.8,2.3,80.8
2012,648,Douglas County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,58.1,9.8,10.5,0,2.4,2.4,80.8
2012,657,Floyd County,0203,Model Middle School,"06, 07, 08",M,53,10,12,0.5,5.3,5.8,80.8
2012,665,Grady County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,56.1,9.4,11.3,0,4,4,80.8
2012,673,Hart County,5050,Hartwell Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,55.2,10.2,13.5,0.5,1.4,1.9,80.8
2012,690,Lincoln County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,53.4,9.9,14.1,0,3.4,3.4,80.8
2012,690,Lincoln County,0110,Lincoln County High School,"09, 10, 11, 12",H,53.4,9.9,14.1,0,3.4,3.4,80.8
2012,693,Lumpkin County,ALL,All Schools,"KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,53.8,9.3,12.8,0,4.9,4.9,80.8
2012,721,Richmond County,1054,Garrett Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,54.9,9.4,11.3,0,5.2,5.2,80.8
2012,607,Barrow County,0193,Bramlett Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,57.4,7.4,10.5,1,4.6,5.6,80.9
2012,629,Clarke County,0178,Timothy Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,57.8,10,9,0.5,3.6,4.1,80.9
2012,667,Gwinnett County,1505,Louise Radloff Middle School,"06, 07, 08",M,52.6,10.8,11.3,0.5,5.7,6.2,80.9
2012,668,Habersham County,0106,9th Grade Academy,9,H,55.6,9.3,11.3,0,4.7,4.7,80.9
2012,672,Harris County,0199,Mulberry Creek Elementary School,"PK, KK, 01, 02, 03, 04",E,56.3,9.2,12,1.5,1.9,3.4,80.9
2012,679,Jasper County,0201,Jasper County Middle School,"06, 07, 08",M,57.1,8.5,9.8,0.5,5,5.5,80.9
2012,690,Lincoln County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,55.5,8.7,11.3,0,5.4,5.4,80.9
2012,736,Thomas County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,55,9,11.3,0,5.6,5.6,80.9
2012,746,Walker County,0195,Gilbert Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,54.8,9.7,9,0.5,6.9,7.4,80.9
2012,784,Pelham City,0201,Pelham City Middle School,"06, 07, 08",M,54.2,8.8,11.3,0.5,6.1,6.6,80.9
2012,687,Laurens County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,56.1,9.3,11.3,0,4.3,4.3,81
2012,741,Troup County,0191,Gardner-Newman Middle School,"06, 07, 08",M,57,9.4,10.5,1,3.1,4.1,81
2012,755,Whitfield County,0206,Beaverdale Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,54.7,10.3,10.5,0.5,5,5.5,81
2012,756,Wilcox County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,54.9,9,15,0,2.1,2.1,81
2012,607,Barrow County,0105,County Line Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56.8,8.4,10.5,1,4.4,5.4,81.1
2012,608,Bartow County,0106,Pine Log Elementary,"PK, KK, 01, 02, 03, 04, 05",E,55.2,10.3,10.5,0.5,4.6,5.1,81.1
2012,631,Clayton County,3050,Babb Middle School,"06, 07, 08",M,56.1,10,12,0.5,2.5,3,81.1
2012,637,Cook County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,56.9,9.4,9.8,0,5,5,81.1
2012,643,Decatur County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,57.2,9.2,11.3,0,3.4,3.4,81.1
2012,653,Emanuel County,2050,Emanuel County Institute,"06, 07, 08, 09, 10, 11, 12",M,57.5,9.6,10.5,0.5,3,3.5,81.1
2012,667,Gwinnett County,0276,Sweetwater Middle School,"06, 07, 08",M,56.4,9.8,9.8,1.5,3.6,5.1,81.1
2012,710,Paulding County,0198,Nebo Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56,7.7,13.5,1,2.9,3.9,81.1
2012,742,Turner County,3050,Turner County High School,"09, 10, 11, 12",H,50.3,9.9,15,0,5.9,5.9,81.1
2012,757,Wilkes County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,55.7,10.6,12,0,2.8,2.8,81.1
2012,631,Clayton County,0116,Eddie White Academy,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",M,55.7,9.9,13.5,0.5,1.6,2.1,81.2
2012,633,Cobb County,4052,Brown Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,50.6,10.2,12.8,1,6.6,7.6,81.2
2012,669,Hall County,2052,Flowery Branch Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58.6,9.4,10.5,0.5,2.2,2.7,81.2
2012,707,Newton County,0115,Live Oak Elementary,"PK, KK, 01, 02, 03, 04, 05",E,51.5,10.8,13.5,1,4.4,5.4,81.2
2012,722,Rockdale County,0289,Hightower Trail Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,53.3,9.7,10.5,2,5.7,7.7,81.2
2012,747,Walton County,2052,Walker Park Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58,9.2,9.8,1,3.2,4.2,81.2
2012,625,Chatham County,0194,Georgetown School,"PK, KK, 01, 02, 03, 04, 05, 06, 07",E,57.9,8.8,11.3,1,2.3,3.3,81.3
2012,636,Columbia County,0103,Grovetown Middle School,"06, 07, 08",M,58,9.4,10.5,0.5,2.9,3.4,81.3
2012,662,Glascock County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,56,10.6,11.3,0,3.4,3.4,81.3
2012,667,Gwinnett County,0300,Susan Stripling Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,53.4,10.7,10.5,1,5.7,6.7,81.3
2012,687,Laurens County,0101,Southwest Laurens Elementary,"PK, KK, 01, 02, 03, 04, 05",E,55.3,8.7,11.3,1,5,6,81.3
2012,693,Lumpkin County,1050,Lumpkin County Middle School,"06, 07, 08",M,53.8,9.3,12.8,0.5,4.9,5.4,81.3
2012,710,Paulding County,0304,Connie Dugan Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58.6,9.6,10.5,0.5,2.1,2.6,81.3
2012,741,Troup County,4050,Mountville Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,55.3,9.6,10.5,0.5,5.4,5.9,81.3
2012,627,Chattooga County,2050,Lyerly Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",M,54.7,10.3,11.3,0.5,4.6,5.1,81.4
2012,669,Hall County,4050,Chestnut Mountain Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,57.6,7.7,11.3,0.5,4.3,4.8,81.4
2012,690,Lincoln County,0176,Lincoln County Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,55.5,8.7,11.3,0.5,5.4,5.9,81.4
2012,716,Pulaski County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,55.1,10.1,12,0,4.2,4.2,81.4
2012,755,Whitfield County,0199,New Hope Elementary School,"KK, 01, 02, 03, 04, 05",E,54.4,9.2,11.3,1,5.5,6.5,81.4
2012,ALL,All Systems,ALL,All Schools,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",M,57.7,9.9,11.3,0,2.5,2.5,81.4
2012,637,Cook County,0104,Cook Elementary School,"03, 04, 05",E,56.8,9.4,9.8,0.5,5,5.5,81.5
2012,667,Gwinnett County,0397,Magill Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56.3,10.9,9.8,0.5,4,4.5,81.5
2012,672,Harris County,0110,Creekside School,"05, 06",E,59.3,9.5,10.5,1,1.2,2.2,81.5
2012,751,Wayne County,0194,Martha Puckett Middle School,"06, 07, 08",M,56.3,9.5,13.5,0.5,1.7,2.2,81.5
2012,756,Wilcox County,0101,Wilcox County Middle School,"06, 07, 08",M,54.9,9,15,0.5,2.1,2.6,81.5
2012,607,Barrow County,2052,Winder-Barrow Middle School,"06, 07, 08",M,58,9.3,9,0.5,4.8,5.3,81.6
2012,636,Columbia County,0112,Grovetown High School,"09, 10, 11, 12",H,54.1,11.4,15,0,1.1,1.1,81.6
2012,660,Fulton County,1310,Ison Springs Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,54.8,9.6,11.3,1,4.9,5.9,81.6
2012,667,Gwinnett County,0195,Collins Hill High School,"09, 10, 11, 12",H,58.1,10,12.2,0.5,0.8,1.3,81.6
2012,681,Jefferson County,0396,Wrens Middle School,"06, 07, 08",M,55.5,9.7,13.5,0.5,2.4,2.9,81.6
2012,700,Miller County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,53.2,9.4,12.8,0,6.2,6.2,81.6
2012,751,Wayne County,3050,Odum Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,57.8,10.4,11.3,0.5,1.6,2.1,81.6
2012,757,Wilkes County,0210,Washington-Wilkes Middle School,"06, 07, 08",M,55.7,10.6,12,0.5,2.8,3.3,81.6
2012,625,Chatham County,0116,Pulaski Elementary SChool,"PK, KK, 01, 02, 03, 04, 05",E,55.6,8.4,11.3,1.5,4.9,6.4,81.7
2012,633,Cobb County,0475,Tapp Middle School,"06, 07, 08",M,57.3,10.6,9,0.5,4.3,4.8,81.7
2012,635,Colquitt County,3052,CA Gray Junior High School,"08, 09",M,55,9.8,13.5,0.5,2.9,3.4,81.7
2012,647,Dougherty County,4060,Sherwood Acres Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,53.8,11.1,12,0.5,4.3,4.8,81.7
2012,696,Marion County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,57.1,9.6,12,0,3,3,81.7
2012,733,Taylor County,0205,Taylor County Middle School,"07, 08",M,53.1,10.1,13.5,0,5,5,81.7
2012,632,Clinch County,0201,Clinch County Middle School,"05, 06, 07",M,54.1,9.9,12.8,0.5,4.5,5,81.8
2012,660,Fulton County,0191,Roswell High School,"09, 10, 11, 12",H,56.4,10.6,13.1,0.5,1.2,1.7,81.8
2012,662,Glascock County,0196,Glascock County Consolidated School,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,56,10.6,11.3,0.5,3.4,3.9,81.8
2012,684,Jones County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,57.2,9.6,11.3,0,3.7,3.7,81.8
2012,705,Murray County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,56.3,9.2,11.3,0,5,5,81.8
2012,719,Rabun County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,53.8,9.6,14.1,0,4.3,4.3,81.8
2012,741,Troup County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,56.8,9.4,11.3,0,4.3,4.3,81.8
2012,607,Barrow County,5050,Statham Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56,9.9,10.5,1,4.5,5.5,81.9
2012,622,Carroll County,2050,Bowdon Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,54.7,9.7,13.5,0.5,3.5,4,81.9
2012,623,Catoosa County,3052,Ringgold Elementary School,"03, 04, 05",E,57.8,8.1,10.5,0.5,5,5.5,81.9
2012,631,Clayton County,1052,East Clayton Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,55,11,12.8,0.5,2.6,3.1,81.9
2012,633,Cobb County,0504,Big Shanty Elementary School,"03, 04, 05",E,57.3,10,11.3,0.5,2.8,3.3,81.9
2012,633,Cobb County,0294,Smitha Middle School,"06, 07, 08",M,54.6,10.4,13.5,0,3.4,3.4,81.9
2012,644,DeKalb County,0610,"Arabia Mountain High School - Academy of Engineering, Medicine and Environm","09, 10, 11, 12",H,56.8,9.8,13.1,0.5,1.7,2.2,81.9
2012,688,Lee County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,56.3,9.5,11.3,0,4.8,4.8,81.9
2012,701,Mitchell County,0282,Mitchell County High School,"09, 10, 11, 12",H,53.2,11.9,15,0,1.8,1.8,81.9
2012,716,Pulaski County,0195,Pulaski County Middle School,"06, 07, 08",M,55.1,10.1,12,0.5,4.2,4.7,81.9
2012,726,Spalding County,0199,Futral Road Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,54.6,10.1,12.8,1,3.4,4.4,81.9
2012,638,Coweta County,0199,Poplar Road Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56.6,9,12,0.5,3.9,4.4,82
2012,644,DeKalb County,5058,Huntley Hills Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,53.3,10.7,13.5,0.5,4,4.5,82
2012,665,Grady County,3050,Shiver Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",E,56,8.8,12.8,0.5,3.9,4.4,82
2012,669,Hall County,3054,Lanier Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,57.2,9.6,10.5,1,3.7,4.7,82
2012,722,Rockdale County,0194,Shoal Creek Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,54.6,9.8,11.3,2,4.3,6.3,82
2012,792,Valdosta City,0103,Valdosta Middle School,"06, 07, 08",M,54.4,9.8,12.8,0.5,4.5,5,82
2012,607,Barrow County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,57,9,9.8,0,6.3,6.3,82.1
2012,628,Cherokee County,0287,Teasley Middle School,"07, 08",M,58,9.6,10.5,0.5,3.5,4,82.1
2012,634,Coffee County,0291,Nicholls Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,55.2,8.4,9.8,1,7.7,8.7,82.1
2012,644,DeKalb County,4051,Briar Vista Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56.3,11.3,9.8,1,3.7,4.7,82.1
2012,667,Gwinnett County,0101,Grayson High School,"09, 10, 11, 12",H,57.6,9.3,14.1,0.5,0.6,1.1,82.1
2012,669,Hall County,0112,World Language Academy,"PK, KK, 01, 02, 03, 04, 05, 06",E,57,9.8,12,1,2.3,3.3,82.1
2012,700,Miller County,0110,Miller County Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,53.2,9.4,12.8,0.5,6.2,6.7,82.1
2012,706,Muscogee County,0204,Veterans Memorial Middle School,"06, 07, 08",M,59.4,10.1,11.3,0.5,0.8,1.3,82.1
2012,710,Paulding County,0392,Ritch Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,55.2,8.7,13.5,0.5,4.2,4.7,82.1
2012,710,Paulding County,0310,Hal Hutchens Elementary,"PK, KK, 01, 02, 03, 04, 05",E,58.1,10.1,10.5,0.5,2.9,3.4,82.1
2012,712,Pickens County,0106,Harmony Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58,9.2,11.3,0.5,3.1,3.6,82.1
2012,722,Rockdale County,0102,Peek's Chapel Elementary,"PK, KK, 01, 02, 03, 04, 05",E,54.9,9.3,10.5,2,5.4,7.4,82.1
2012,766,Carrollton City,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,58.4,9.6,12,0,2.1,2.1,82.1
2012,616,Bulloch County,3054,Stilson Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,57.8,7.8,12.8,0,3.8,3.8,82.2
2012,625,Chatham County,0194,Georgetown School,"PK, KK, 01, 02, 03, 04, 05, 06, 07",M,53.8,9.4,12.8,1,5.2,6.2,82.2
2012,638,Coweta County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,55,10.5,13.1,0,3.6,3.6,82.2
2012,644,DeKalb County,4063,Oakcliff Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56.9,8.2,9.8,1,6.3,7.3,82.2
2012,657,Floyd County,0195,Armuchee Elementary School,"03, 04, 05",E,58.6,8.8,10.5,1,3.3,4.3,82.2
2012,669,Hall County,0276,Wauka Mountain Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56.2,10.3,10.5,0.5,4.7,5.2,82.2
2012,681,Jefferson County,0296,Louisville Middle School,"06, 07, 08",M,55.5,9.8,12.8,0.5,3.6,4.1,82.2
2012,696,Marion County,0275,Marion County Middle/High School,"06, 07, 08, 09, 10, 11, 12",M,57.1,9.6,12,0.5,3,3.5,82.2
2012,707,Newton County,0114,Liberty Middle School,"06, 07, 08",M,54.3,11.1,11.3,0.5,5,5.5,82.2
2012,710,Paulding County,0199,C. A. Roberts Elementary School,"KK, 01, 02, 03, 04, 05",E,59.1,9,12,0.5,1.6,2.1,82.2
2012,631,Clayton County,0207,Rex Mill Middle School,"06, 07, 08",M,57.7,10.2,9.8,0.5,4.1,4.6,82.3
2012,755,Whitfield County,0106,New Hope Middle School,"06, 07, 08",M,56.1,9.1,11.3,1,4.8,5.8,82.3
2012,757,Wilkes County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,54.2,8.8,13.5,0,5.8,5.8,82.3
2012,623,Catoosa County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,54,10.3,13.1,0,5,5,82.4
2012,633,Cobb County,0191,Varner Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,54.3,10.9,11.3,1,4.9,5.9,82.4
2012,643,Decatur County,2050,Bainbridge Middle School,"07, 08",M,58.4,9.8,11.3,0,2.9,2.9,82.4
2012,668,Habersham County,0296,South Habersham Middle School,"06, 07, 08",M,54.4,11.4,11.3,1,4.3,5.3,82.4
2012,710,Paulding County,0104,Lillian C. Poole Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,53.9,9.5,13.5,0.5,5,5.5,82.4
2012,737,Tift County,0104,Annie Belle Clark Primary School,"KK, 01, 02, 03",E,53.7,NA,12,0.5,4.6,5.1,82.4
2012,772,Dalton City,4050,Dalton High School,"09, 10, 11, 12",H,56.9,9.7,14.1,0,1.7,1.7,82.4
2012,611,Bibb County,1205,Carter Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56.9,10.3,12,1,2.3,3.3,82.5
2012,625,Chatham County,0411,Islands High School,"09, 10, 11, 12",H,55,10.5,14.1,0.5,2.4,2.9,82.5
2012,628,Cherokee County,0199,Holly Springs Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06",E,58.8,8.6,10.5,1,3.6,4.6,82.5
2012,647,Dougherty County,5056,International Studies Elementary Charter School,"KK, 01, 02, 03, 04, 05",E,53.4,9.2,11.3,0.5,8.1,8.6,82.5
2012,651,Effingham County,0390,Effingham County High School,"09, 10, 11, 12",H,55.6,9.6,13.1,0.5,3.7,4.2,82.5
2012,667,Gwinnett County,1312,Ivy Prepatory Academy School,"06, 07, 08, 09",H,56.6,10.4,15,0.5,0,0.5,82.5
2012,761,Atlanta Public Schools,0123,Kindezi,"KK, 01, 02, 03, 04",E,54.8,10.3,NA,0,5.9,5.9,82.5
2012,608,Bartow County,0377,Hamilton Crossing Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58.9,9.9,11.3,1,1.5,2.5,82.6
2012,628,Cherokee County,0101,Carmel Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,60.1,8,11.3,0.5,2.7,3.2,82.6
2012,631,Clayton County,4060,Suder Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,55.2,10.5,12,0.5,4.4,4.9,82.6
2012,701,Mitchell County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,53.6,10.4,13.5,0,5.1,5.1,82.6
2012,755,Whitfield County,2054,Westside Elementary School,"KK, 01, 02, 03, 04, 05",E,56.4,8.7,12,1,4.5,5.5,82.6
2012,766,Carrollton City,1550,Carrollton Jr. High School,"06, 07, 08",M,58.4,9.6,12,0.5,2.1,2.6,82.6
2012,602,Atkinson County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,51.6,11.1,12,0,8,8,82.7
2012,622,Carroll County,0705,Villa Rica Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56.4,8.4,11.3,0,6.6,6.6,82.7
2012,633,Cobb County,0103,Kell High School,"09, 10, 11, 12",H,57.3,9.7,13.1,1,1.6,2.6,82.7
2012,644,DeKalb County,0297,"Edward L. Bouie, Sr. Elementary School","PK, KK, 01, 02, 03, 04, 05",E,57.6,8.2,11.3,0.5,5.1,5.6,82.7
2012,644,DeKalb County,5052,Chamblee Charter High School,"09, 10, 11, 12",H,58.7,10.1,13.1,0,0.8,0.8,82.7
2012,648,Douglas County,0208,Chapel Hill Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,55.5,9.5,12,0.5,5.2,5.7,82.7
2012,657,Floyd County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,58,9.2,10.5,0,5,5,82.7
2012,662,Glascock County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,56.6,9.5,12,0,4.6,4.6,82.7
2012,608,Bartow County,0195,Cass Middle School,"06, 07, 08",M,57,9.3,12,0.5,4,4.5,82.8
2012,660,Fulton County,1010,Cliftondale Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56.4,10,11.3,1.5,3.6,5.1,82.8
2012,671,Haralson County,0178,Buchanan Elementary School,"03, 04, 05",E,57.6,9.9,10.5,0.5,4.3,4.8,82.8
2012,675,Henry County,0303,Unity Grove Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,52.5,9.7,14.3,1,5.3,6.3,82.8
2012,704,Morgan County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,56.9,8.5,12,0,5.4,5.4,82.8
2012,719,Rabun County,0177,Rabun County High School ,"09, 10, 11, 12",H,53.8,9.6,14.1,1,4.3,5.3,82.8
2012,755,Whitfield County,1054,Varnell Elementary School,"KK, 01, 02, 03, 04, 05",E,53.1,8.8,13.5,1,6.4,7.4,82.8
2012,761,Atlanta Public Schools,0113,Booker T. Washington - Early College Small School,"09, 10, 11",H,53.5,10.7,14.1,0,4.5,4.5,82.8
2012,615,Bryan County,0182,Richmond Hill High School,"09, 10, 11, 12",H,56.9,10.3,14.1,0,1.6,1.6,82.9
2012,625,Chatham County,0211,Godley Station School,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",M,55,10.3,13.5,0.5,3.6,4.1,82.9
2012,628,Cherokee County,0199,Holly Springs Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06",M,56.6,9.2,12.8,0.5,3.8,4.3,82.9
2012,629,Clarke County,0391,Whit Davis Road Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56.8,10.1,10.5,0,5.5,5.5,82.9
2012,644,DeKalb County,5057,Hawthorne Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,57.7,9.1,12,0.5,3.6,4.1,82.9
2012,675,Henry County,0215,Hampton Middle School,"06, 07, 08",M,58.3,9.6,10.5,0,4.5,4.5,82.9
2012,707,Newton County,0295,Eastside High School,"09, 10, 11, 12",H,55.2,11.4,14.1,0,2.2,2.2,82.9
