School Year,System Id,System Name,School Id,School Name,Grade Configuration,Grade Cluster,Achievement Points,Progress Points,Achievement Gap Points,ETB Points,EL/ED/SWD Performance Points,Challenge Points,CCRPI Score
2012,776,Gainesville City,0204,Gainesville Exploration Academy,"KK, 01, 02, 03, 04, 05",E,53,11.3,12,1,5.6,6.6,82.9
2012,776,Gainesville City,2050,Enota Multiple Intelligences Academy,"PK, KK, 01, 02, 03, 04, 05",E,54.2,9.7,10.5,2,6.5,8.5,82.9
2012,622,Carroll County,0101,Bowdon Middle School,"06, 07, 08",M,59.7,10.4,9.8,0.5,2.6,3.1,83
2012,643,Decatur County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,57.7,9.3,9.8,0,6.2,6.2,83
2012,651,Effingham County,0290,Effingham County Middle School,"06, 07, 08",M,56.8,10.1,11.3,0,4.8,4.8,83
2012,655,Fannin County,1050,Blue Ridge Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58,9.4,12,0.5,3.1,3.6,83
2012,657,Floyd County,0199,Pepperell Elementary,"04, 05",E,55.9,9.8,11.3,1,5,6,83
2012,660,Fulton County,0204,KIPP South Fulton Academy School,"05, 06, 07, 08",E,57.6,10.9,9,0,5.5,5.5,83
2012,669,Hall County,0100,C. W. Davis Middle School,"06, 07, 08",M,59.8,9.4,11.3,0,2.5,2.5,83
2012,739,Towns County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,54.7,10.3,15,0,3,3,83
2012,747,Walton County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,57.9,9.6,12,0,3.5,3.5,83
2012,642,Dawson County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,59.1,8.9,11.3,0,3.8,3.8,83.1
2012,642,Dawson County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,54.7,10.4,15,0,3,3,83.1
2012,660,Fulton County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,60,10.1,11.3,0,1.7,1.7,83.1
2012,667,Gwinnett County,1212,Gwinnett Online Campus,"09, 10, 11, 12",H,62.5,8.1,NA,0,,0,83.1
2012,675,Henry County,0397,Austin Road Middle School,"06, 07, 08",M,54.1,10.6,13.5,0.5,4.4,4.9,83.1
2012,676,Houston County,1052,Northside Middle School,"06, 07, 08",M,57.5,9.3,10.5,0,5.8,5.8,83.1
2012,697,McDuffie County,0191,Dearing Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,57.1,8.2,10.5,0.5,6.8,7.3,83.1
2012,601,Appling County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,56.8,9.8,13.5,0,3.1,3.1,83.2
2012,617,Burke County,0196,S G A Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,54.5,10.2,10.5,1,7,8,83.2
2012,653,Emanuel County,0100,Twin City Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,52.9,10.5,11.3,1,7.5,8.5,83.2
2012,662,Glascock County,0196,Glascock County Consolidated School,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,56.6,9.5,12,0.5,4.6,5.1,83.2
2012,672,Harris County,0290,New Mountain Hill Elementary School,"PK, KK, 01, 02, 03, 04",E,58.4,8.4,12.8,1,2.6,3.6,83.2
2012,710,Paulding County,0188,McGarity Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,59.5,9.1,11.3,0.5,2.8,3.3,83.2
2012,744,Union County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,56.9,9.6,13.1,0,3.6,3.6,83.2
2012,636,Columbia County,0283,Harlem Middle School,"06, 07, 08",M,59.7,9,11.3,0.5,2.8,3.3,83.3
2012,642,Dawson County,0198,Dawson County High School ,"09, 10, 11, 12",H,54.9,10.4,15,0,3,3,83.3
2012,664,Gordon County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,57,9.9,11.3,0,5.1,5.1,83.3
2012,673,Hart County,0102,North Hart Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,57.6,8.4,10.5,1,5.8,6.8,83.3
2012,676,Houston County,4054,Russell Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56.8,9.9,9.8,0.5,6.3,6.8,83.3
2012,701,Mitchell County,0197,Mitchell County Middle School,"06, 07, 08",M,52,11.1,13.5,0.5,6.2,6.7,83.3
2012,754,White County,0109,Mossy CreeK Elemetary School,"KK, 01, 02, 03, 04, 05, 06",M,56.6,9.7,12.8,0.5,3.7,4.2,83.3
2012,631,Clayton County,2054,Forest Park Middle School,"06, 07, 08",M,55.2,11,12.8,0.5,3.9,4.4,83.4
2012,633,Cobb County,0190,Dowell Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,53.8,11.4,12.8,0,5.4,5.4,83.4
2012,638,Coweta County,0189,White Oak Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,59.5,9.5,11.3,0.5,2.6,3.1,83.4
2012,644,DeKalb County,0100,Narvie Harris Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,57.3,8.7,11.3,1.5,4.6,6.1,83.4
2012,657,Floyd County,0401,Armuchee High School,"09, 10, 11, 12",H,54.8,11.4,14.1,0,3.1,3.1,83.4
2012,668,Habersham County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,57.5,10.7,11.3,0,3.9,3.9,83.4
2012,675,Henry County,0503,Flippen Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58,8.7,12,0,4.7,4.7,83.4
2012,705,Murray County,0195,Coker Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06",E,57.8,8.3,11.3,0.5,5.5,6,83.4
2012,744,Union County,0101,Union County High School,"09, 10, 11, 12",H,57.3,9.5,13.1,0,3.5,3.5,83.4
2012,ALL,All Systems,ALL,All Schools,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",E,57.5,9.8,10.5,0,5.6,5.6,83.4
2012,661,Gilmer County,0112,Gilmer Middle School,"05, 06",E,58.7,10.3,9.8,1,3.7,4.7,83.5
2012,614,Brooks County,0393,North Brooks Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56.2,10.1,12,0.5,4.8,5.3,83.6
2012,617,Burke County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,54.9,10.9,12.8,0,5,5,83.6
2012,617,Burke County,0188,Burke County Middle School,"06, 07, 08",M,54.9,10.9,12.8,0,5,5,83.6
2012,657,Floyd County,4054,Pepperell Primary,"PK, KK, 01, 02, 03",E,56,NA,11.3,1,3.4,4.4,83.6
2012,667,Gwinnett County,5054,Lawrenceville Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,52.7,10.4,10.5,1.5,8.6,10,83.6
2012,671,Haralson County,0197,Haralson County Middle School,"06, 07, 08",M,56,10.2,12,0,5.4,5.4,83.6
2012,671,Haralson County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,56,10.2,12,0,5.4,5.4,83.6
2012,781,Marietta City,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,56,9.9,11.3,0,6.4,6.4,83.6
2012,618,Butts County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,58,10.4,10.5,0,4.8,4.8,83.7
2012,618,Butts County,0100,Henderson Middle School,"06, 07, 08",M,58,10.4,10.5,0,4.8,4.8,83.7
2012,623,Catoosa County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,59,9.4,11.3,0,4,4,83.7
2012,628,Cherokee County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,57.7,10.4,15,0,0.6,0.6,83.7
2012,636,Columbia County,4050,Evans High School,"09, 10, 11, 12",H,56.7,11.2,15,0,0.8,0.8,83.7
2012,644,DeKalb County,5055,Dunwoody High School,"09, 10, 11, 12",H,56.9,11,13.1,0,2.7,2.7,83.7
2012,705,Murray County,1050,Chatsworth Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06",E,57.3,10.3,10.5,0.5,5.1,5.6,83.7
2012,739,Towns County,0204,Towns County High School,"09, 10, 11, 12",H,55.4,10.3,15,0,3,3,83.7
2012,601,Appling County,0195,Appling County Middle School,"06, 07, 08",M,56.9,9.8,13.5,0.5,3.1,3.6,83.8
2012,608,Bartow County,0104,Clear Creek Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58.5,8.5,9.8,1,6,7,83.8
2012,611,Bibb County,1305,Lane Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,57.1,8.9,10.5,1,6.3,7.3,83.8
2012,616,Bulloch County,0299,Langston Chapel Middle School,"06, 07, 08",M,58.2,9.3,10.5,0.5,5.3,5.8,83.8
2012,625,Chatham County,3060,Isle of Hope School,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",E,57,8.4,10.5,1.5,6.4,7.9,83.8
2012,644,DeKalb County,5065,Sagamore Hills Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58.6,9.2,12,1,3,4,83.8
2012,704,Morgan County,5050,Morgan County Middle School,"06, 07, 08",M,56.9,8.5,12,1,5.4,6.4,83.8
2012,732,Tattnall County,0501,Glennville Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,55.7,9.2,12.8,0.5,5.6,6.1,83.8
2012,638,Coweta County,2050,Atkinson Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,57.8,10.4,9.8,1,4.9,5.9,83.9
2012,675,Henry County,0213,Locust Grove Middle,"06, 07, 08",M,58.3,10.1,11.3,0.5,3.7,4.2,83.9
2012,675,Henry County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,59,10.2,11.3,0,3.4,3.4,83.9
2012,722,Rockdale County,0189,Sims Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,54.5,10.3,10.5,1.5,7.1,8.6,83.9
2012,635,Colquitt County,2052,Funston Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56.4,8.3,12,0.5,6.8,7.3,84
2012,638,Coweta County,3054,Moreland Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58.5,9.7,11.3,1,3.5,4.5,84
2012,643,Decatur County,0105,West Bainbridge Elementary School,"PK, KK, 01, 02, 03, 04",E,53.3,9.6,12,0.5,8.6,9.1,84
2012,660,Fulton County,0702,Woodland Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,57,9.6,10.5,1,5.9,6.9,84
2012,706,Muscogee County,0100,Midland Middle School,"06, 07, 08",M,59,10.5,11.3,0.5,2.7,3.2,84
2012,722,Rockdale County,0278,Conyers Middle School,"06, 07, 08",M,57.8,9.9,11.3,1,4,5,84
2012,726,Spalding County,2050,Crescent Road Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56.7,9.8,12.8,0.5,4.2,4.7,84
2012,761,Atlanta Public Schools,1066,Rivers Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58.8,8.8,11.3,1,4.1,5.1,84
2012,7820212,State Charter Schools- Cherokee Charter Academy,ALL,All Schools,"KK, 01, 02, 03, 04, 05, 06, 07",E,57.8,9.9,14.3,0,2,2,84
2012,616,Bulloch County,0198,William James Middle School,"06, 07, 08",M,59.8,10.3,11.3,0,2.7,2.7,84.1
2012,621,Candler County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,58.3,10.3,12,0,3.5,3.5,84.1
2012,625,Chatham County,0200,West Chatham Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,55.8,9.6,12.8,1.5,4.4,5.9,84.1
2012,644,DeKalb County,2062,Midvale Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,54.7,10.1,13.5,0.5,5.3,5.8,84.1
2012,684,Jones County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,57.9,10.5,11.3,0,4.4,4.4,84.1
2012,684,Jones County,0106,Gray Station Middle School,"06, 07, 08",M,58.4,9.6,12,1,3.1,4.1,84.1
2012,702,Monroe County,0205,Samuel E. Hubbard Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,57.8,8.9,10.5,1.5,5.4,6.9,84.1
2012,705,Murray County,4050,Gladden Middle School,"07, 08",M,56.2,8.7,12,1,6.2,7.2,84.1
2012,753,Wheeler County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,55.8,10.9,11.3,0,6.1,6.1,84.1
2012,753,Wheeler County,1052,Wheeler County Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,55.8,10.9,11.3,0,6.1,6.1,84.1
2012,608,Bartow County,0175,White Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,60,11.2,10.5,0.5,2,2.5,84.2
2012,611,Bibb County,1054,Bernd Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,55.6,10.2,12.8,0,5.6,5.6,84.2
2012,616,Bulloch County,0107,New Nevils Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58.5,8.7,12.8,0,4.2,4.2,84.2
2012,620,Camden County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,56.2,10.7,13.1,0,4.2,4.2,84.2
2012,622,Carroll County,0177,Central Middle School,"06, 07, 08",M,60.2,9.4,11.3,0.5,2.8,3.3,84.2
2012,651,Effingham County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,56.6,9.9,14.1,0,3.6,3.6,84.2
2012,668,Habersham County,0101,Cornelia Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,55,10.2,12,1,6,7,84.2
2012,696,Marion County,0197,L. K. Moss Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,59.3,8.9,11.3,0,4.7,4.7,84.2
2012,696,Marion County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,59.3,8.9,11.3,0,4.7,4.7,84.2
2012,706,Muscogee County,0203,Northside High School,"09, 10, 11, 12",H,55.9,10.7,14.1,0.5,3,3.5,84.2
2012,746,Walker County,0100,Rock Spring Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,57.3,9.6,12,0.5,4.8,5.3,84.2
2012,766,Carrollton City,0106,Carrollton Middle-Upper Elementary School,"04, 05",E,59.1,10,11.3,0,3.8,3.8,84.2
2012,622,Carroll County,5052,Sand Hill Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58.3,10.3,10.5,1,4.2,5.2,84.3
2012,628,Cherokee County,0189,Boston Elementary School,"PK, KK, 01, 02, 03, 04",E,56.9,10.8,11.3,1,4.3,5.3,84.3
2012,636,Columbia County,0397,Euchee Creek Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58,10.2,12,1,3.1,4.1,84.3
2012,657,Floyd County,2054,Midway Primary,"PK, KK, 01, 02, 03",E,53.1,NA,13.5,1,4.9,5.9,84.3
2012,664,Gordon County,0190,Red Bud Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56.9,10.5,12,0.5,4.4,4.9,84.3
2012,689,Liberty County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,57.8,9.7,11.3,0,5.5,5.5,84.3
2012,701,Mitchell County,0105,Baconton Community Charter School,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,56.6,8.9,14.3,0.5,4,4.5,84.3
2012,710,Paulding County,0297,J. A. Dobbins Middle School,"06, 07, 08",M,56.2,10.4,12.8,0.5,4.4,4.9,84.3
2012,714,Pike County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,60.3,9.3,11.3,0,3.4,3.4,84.3
2012,727,Stephens County,0187,Liberty Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56.7,9.4,11.3,1.5,5.4,6.9,84.3
2012,737,Tift County,3052,"Northeast Campus, Tift County High School",9,H,58,10,12.5,0,3.8,3.8,84.3
2012,613,Brantley County,0110,Atkinson Elementary School,"04, 05, 06",M,53.8,9.3,12.8,0.5,8,8.5,84.4
2012,645,Dodge County,0291,North Dodge Elementary School,"KK, 01, 02, 03, 04, 05",E,56.5,9.5,11.3,1,6.1,7.1,84.4
2012,658,Forsyth County,5050,Forsyth Central High School,"09, 10, 11, 12",H,57.9,9.7,14.1,0.5,2.2,2.7,84.4
2012,675,Henry County,0409,Tussahaw Elementary,"PK, KK, 01, 02, 03, 04, 05",E,53.6,9.5,13.5,0.5,7.3,7.8,84.4
2012,675,Henry County,0307,Ola High School,"09, 10, 11, 12",H,58,11.4,14.1,0,0.9,0.9,84.4
2012,710,Paulding County,4052,Union Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58.7,9.4,12.8,0.5,3,3.5,84.4
2012,734,Telfair County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,56.4,10.2,12.8,0,5,5,84.4
2012,754,White County,0109,Mossy CreeK Elemetary School,"KK, 01, 02, 03, 04, 05, 06",E,56.7,9.3,12,1,5.4,6.4,84.4
2012,766,Carrollton City,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,59.4,10,11.3,0,3.7,3.7,84.4
2012,622,Carroll County,0198,Bay Springs Middle School,"06, 07, 08",M,58.8,9.9,12.8,0.5,2.5,3,84.5
2012,628,Cherokee County,0309,Little River Elem.,"PK, KK, 01, 02, 03, 04, 05",E,59.5,8.9,12.8,1,2.3,3.3,84.5
2012,639,Crawford County,0202,Crawford County Middle School,"06, 07, 08",M,56.7,10.1,14.3,0,3.4,3.4,84.5
2012,639,Crawford County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,56.7,10.1,14.3,0,3.4,3.4,84.5
2012,663,Glynn County,0190,Golden Isles Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56.9,9.9,11.3,1,5.4,6.4,84.5
2012,669,Hall County,0389,North Hall Middle School,"06, 07, 08",M,58.7,9.3,12.8,0.5,3.2,3.7,84.5
2012,7820212,State Charter Schools- Cherokee Charter Academy,0212,Cherokee Charter Academy,"KK, 01, 02, 03, 04, 05, 06, 07",E,57.8,9.9,14.3,0.5,2,2.5,84.5
2012,628,Cherokee County,1050,Ball Ground Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,57.3,9.7,12.8,1,3.8,4.8,84.6
2012,656,Fayette County,0291,Robert J. Burch Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,59.4,9.4,11.3,0.5,4,4.5,84.6
2012,661,Gilmer County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,59.6,10.8,10.5,0,3.7,3.7,84.6
2012,710,Paulding County,0113,WC Abney Elementary,"PK, KK, 01, 02, 03, 04, 05",E,58.8,9.5,13.5,0.5,2.3,2.8,84.6
2012,785,Rome City,4052,North Heights Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06",E,52.6,9.8,12.8,0.5,8.9,9.4,84.6
2012,607,Barrow County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,58.8,9.8,11.3,0,4.8,4.8,84.7
2012,620,Camden County,0182,Camden Middle School,"06, 07, 08",M,58.1,9.6,11.3,0.5,5.2,5.7,84.7
2012,623,Catoosa County,0109,Heritage High School,"09, 10, 11, 12",H,55.9,11.1,14.1,0,3.6,3.6,84.7
2012,633,Cobb County,0402,Austell Intermediate School,"02, 03, 04, 05",E,54.9,11.2,12,0.5,6.1,6.6,84.7
2012,633,Cobb County,4068,Teasley Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56.6,10.3,12.8,0,5,5,84.7
2012,633,Cobb County,0204,Pitner Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,54.7,11.6,12.8,0.5,5.1,5.6,84.7
2012,636,Columbia County,0212,Baker Place Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,60.5,9,12,1,2.2,3.2,84.7
2012,636,Columbia County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,58,11.1,15,0,0.6,0.6,84.7
2012,674,Heard County,0106,Heard Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56.4,10.9,11.3,1.5,4.6,6.1,84.7
2012,678,Jackson County,0107,East Jackson Comprehensive High School,"09, 10, 11, 12",H,54.6,11.1,14.1,0,4.9,4.9,84.7
2012,737,Tift County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,57.5,10.8,11.3,0,5.1,5.1,84.7
2012,747,Walton County,0195,Walnut Grove Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,57.9,9,12,1,4.8,5.8,84.7
2012,747,Walton County,0199,Loganville High School,"09, 10, 11, 12",H,56.1,10.2,15,0,3.4,3.4,84.7
2012,748,Ware County,0396,Ruskin Elementary School,"KK, 01, 02, 03, 04, 05",E,54,11.3,10.5,1,7.9,8.9,84.7
2012,776,Gainesville City,0104,New Holland Core Knowledge Academy,"PK, KK, 01, 02, 03, 04, 05",E,54.8,11.4,10.5,1.5,6.5,8,84.7
2012,608,Bartow County,0101,Woodland Middle School at Euharlee,"06, 07, 08",M,57.8,9,14.3,0.5,3.2,3.7,84.8
2012,616,Bulloch County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,59.3,10,11.3,0,4.2,4.2,84.8
2012,620,Camden County,0295,Camden County High School,"09, 10, 11, 12",H,56.3,10.7,13.1,0.5,4.2,4.7,84.8
2012,660,Fulton County,2070,Campbell Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,54.5,9.9,12,1,7.4,8.4,84.8
2012,684,Jones County,0101,Clifton Ridge Middle School,"06, 07, 08",M,57.4,9.6,11.3,0.5,6,6.5,84.8
2012,701,Mitchell County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,55.8,12,15,0,2,2,84.8
2012,792,Valdosta City,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,54.2,10,12,0,8.6,8.6,84.8
2012,608,Bartow County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,58.5,9.7,11.3,0,5.4,5.4,84.9
2012,622,Carroll County,5050,Central Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,57.2,10.1,11.3,1,5.3,6.3,84.9
2012,644,DeKalb County,3050,Ashford Park Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,57.7,9.8,12,0.5,4.9,5.4,84.9
2012,653,Emanuel County,1050,Adrian School of Performing Arts,"KK, 01, 02, 03, 04, 05, 06, 07, 08",E,57.2,7.7,NA,0.5,8,8.5,84.9
2012,664,Gordon County,0110,Sonoraville Elementary,"PK, KK, 01, 02, 03, 04, 05",E,58,10.2,10.5,0.5,5.7,6.2,84.9
2012,676,Houston County,3052,Parkwood Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,55.8,10.2,11.3,1.5,6.1,7.6,84.9
2012,698,McIntosh County,0205,Todd Grant Elementary School,"PK, KK, 01, 02, 03",E,52.8,NA,12,0,8.7,8.7,84.9
2012,734,Telfair County,0101,Telfair County Middle School,"06, 07, 08",M,56.4,10.2,12.8,0.5,5,5.5,84.9
2012,602,Atkinson County,0190,Pearson Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,49.8,11.6,14.3,0,9.3,9.3,85
2012,625,Chatham County,0115,Woodville-Tompkins Technical and Career High School,"PK, 09",H,53.9,9.9,13.8,0,7.4,7.4,85
2012,632,Clinch County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,55.7,10.7,12.2,0,6.4,6.4,85
2012,632,Clinch County,1050,Clinch County High School,"08, 09, 10, 11, 12",H,55.7,10.7,12.2,0,6.4,6.4,85
2012,648,Douglas County,0178,Arbor Station Elementary School,"KK, 01, 02, 03, 04, 05",E,57,10.4,10.5,0.5,6.6,7.1,85
2012,657,Floyd County,1050,Alto Park Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,57.2,9.3,11.3,1,6.2,7.2,85
2012,660,Fulton County,4056,High Point Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,59.7,10.3,11.3,0.5,3.2,3.7,85
2012,667,Gwinnett County,0105,Mill Creek High School,"09, 10, 11, 12",H,59.7,9.1,15,0.5,0.7,1.2,85
2012,675,Henry County,0308,Woodland Middle School,"06, 07, 08",M,59.6,9.4,11.3,0.5,4.2,4.7,85
2012,678,Jackson County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,54.9,10.8,14.1,0,5.2,5.2,85
2012,688,Lee County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,59,9.7,11.3,0,5,5,85
2012,695,Madison County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,57.4,9.8,11.3,0,6.5,6.5,85
2012,705,Murray County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,58,9.5,11.3,0,6.2,6.2,85
2012,749,Warren County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,54.6,10.4,12,0,8,8,85
2012,610,Berrien County,0194,Berrien Middle School,"06, 07, 08",M,58.6,9.6,12.8,0,4.1,4.1,85.1
2012,610,Berrien County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,58.6,9.6,12.8,0,4.1,4.1,85.1
2012,625,Chatham County,4068,Port Wentworth Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,54.7,10.6,12,1,6.8,7.8,85.1
2012,644,DeKalb County,2058,Henderson Mill Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58.4,9.7,12.8,1.5,2.7,4.2,85.1
2012,665,Grady County,3050,Shiver Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",M,55.4,9.9,15,0.5,4.3,4.8,85.1
2012,767,Cartersville City,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,59.9,9.5,12,0,3.7,3.7,85.1
2012,772,Dalton City,0101,Park Creek Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,53.8,9.3,14.3,1,6.7,7.7,85.1
2012,620,Camden County,0192,Woodbine Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,57.6,9.8,12,0.5,5.3,5.8,85.2
2012,633,Cobb County,4056,Daniell Middle School,"06, 07, 08",M,60.2,9.5,11.3,0.5,3.7,4.2,85.2
