School Year,System Id,System Name,School Id,School Name,Grade Configuration,Grade Cluster,Achievement Points,Progress Points,Achievement Gap Points,ETB Points,EL/ED/SWD Performance Points,Challenge Points,Marker_Type,CCRPI Score,address
2012,633,Cobb County,275,Dodgen Middle School,"06, 07, 08",M,68.2,10.7,15,1.5,2.3,3.8,small_green,97.7,"Dodgen Middle School, 1725 Bill Murdock Rd, Marietta, GA, 30062-5959"
2012,644,DeKalb County,288,Kittredge Magnet School,"04, 05, 06",M,69.6,10.8,15,1,1.3,2.3,small_green,97.7,"Kittredge Magnet School, 1663 E Nancy Creek Dr NE, Atlanta, GA, 30319-1763"
2012,658,Forsyth County,105,Riverwatch Middle School,"06, 07, 08",M,68.5,11.8,15,1,1.5,2.5,small_green,97.8,"Riverwatch Middle School, 610 James Burgess Rd , Suwanee, GA, 30024-1135"
2012,658,Forsyth County,216,Lakeside Middle School,"06, 07, 08",M,68,10.9,15,2,2.1,4.1,small_green,98,"Lakeside Middle School, 2565 Echols Rd, Cumming, GA, 30041-8205"
2012,667,Gwinnett County,1010,Bay Creek Middle School,"06, 07, 08",M,66.2,11.6,15,0.5,4.8,5.3,small_green,98.1,"Bay Creek Middle School, 821 Cooper Rd, Grayson, GA, 30017-1516"
2012,633,Cobb County,178,Mabry Middle School,"06, 07, 08",M,68.5,10.6,15,2,2.3,4.3,small_green,98.4,"Mabry Middle School, 2700 Jims Rd NE , Marietta, GA, 30066-1414"
2012,667,Gwinnett County,1610,Twin Rivers Middle School,"06, 07, 08",M,65.4,12,15,1.5,5,6.5,small_green,98.9,"Twin Rivers Middle School, 2300 Braselton Hwy, Buford, GA, 30519-5209"
2012,660,Fulton County,305,Autrey Mill Middle School,"06, 07, 08",M,69.2,11.3,15,1.5,1.9,3.4,small_green,98.9,"Autrey Mill Middle School, 4110 Old Alabama Rd, Alpharetta, GA, 30022-8615"
2012,633,Cobb County,389,Simpson Middle School,"06, 07, 08",M,67.8,11.1,15,2,3.1,5.1,small_green,99,"Simpson Middle School, 3340 Trickum Rd NE, Marietta, GA, 30066-4663"
2012,633,Cobb County,281,Dickerson Middle School,"06, 07, 08",M,68.6,11.5,15,2,2.1,4.1,small_green,99.2,"Dickerson Middle School, 855 Woodlawn Dr NE , Marietta, GA, 30068-4256"
2012,625,Chatham County,192,Esther F. Garrison School of Visual and Performing Arts,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",M,68.7,10.6,15,2,3.1,5.1,small_green,99.4,"Esther F. Garrison School of Visual and Performing Arts, 649 W Jones St , Savannah, GA, 31401-3157"
2012,633,Cobb County,394,Hightower Trail Middle School,"06, 07, 08",M,69.1,11.7,15,1.5,2.2,3.7,small_green,99.5,"Hightower Trail Middle School, 3905 Post Oak Tritt Rd, Marietta, GA, 30062-5115"
2012,644,DeKalb County,309,Wadsworth Magnet School for High Achievers,"04, 05, 06",M,69.8,11.2,15,1,4.4,5.4,small_green,101.4,"Wadsworth Magnet School for High Achievers, 2084 Green Forrest Dr, Decatur, GA, 30032-5901"
2012,625,Chatham County,107,UHS of Savannah Coastal Harbor Treatment Center,"04, 05, 06, 11",M,NA,NA,NA,NA,NA,NA,measle_white,No Grade,"UHS of Savannah Coastal Harbor Treatment Center, 1150 Cornell Ave , Savannah, GA, 31406-2702"
2012,625,Chatham County,3062,Low Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06, 08, 09, 12",M,NA,NA,NA,NA,NA,NA,measle_white,No Grade,"Low Elementary School, 15 Blue Ridge Ave , Savannah, GA, 31404-5800"
2012,633,Cobb County,807,Devereux Ackerman Academy,"01, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,NA,NA,NA,NA,NA,NA,measle_white,No Grade,"Devereux Ackerman Academy, 1291 Stanley Rd NW , Kennesaw, GA, 30152-4359"
2012,644,DeKalb County,503,East DeKalb Special Education Center,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 09, 10, 11",M,NA,NA,NA,NA,NA,NA,measle_white,No Grade,"East DeKalb Special Education Center, 5839 Memorial Dr , Stone Mountain, GA, 30083-3486"
2012,644,DeKalb County,302,DeKalb Transition School,"06, 07, 08, 09",M,NA,NA,NA,NA,NA,NA,measle_white,No Grade,"DeKalb Transition School, 2670 Old Wesley Chapel Rd, Decatur, GA, 30034-2354"
2012,644,DeKalb County,500,DeKalb Alternative School,"04, 05, 06, 07, 08, 09, 10, 11, 12",M,NA,NA,NA,NA,NA,NA,measle_white,No Grade,"DeKalb Alternative School, 5855 Memorial Dr, Stone Mountain, GA, 30083-3486"
2012,644,DeKalb County,707,UHS of Laurel Heights,"03, 04, 05, 06, 07, 08, 09, 10, 11",M,NA,NA,NA,NA,NA,NA,measle_white,No Grade,"UHS of Laurel Heights, 934 Briarcliff Rd NE , Atlanta, GA, 30306-2618"
2012,648,Douglas County,507,Youth Villages at Inner Harbour,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,NA,NA,NA,NA,NA,NA,measle_white,No Grade,"Youth Villages at Inner Harbour, 4685 Dorsett Shoals Rd , Douglasville, GA, 30135-4921"
2012,660,Fulton County,307,Georgia Baptist Chidlren's Home and Family Ministries,"03, 04, 05, 06, 07, 08, 09, 10",M,NA,NA,NA,NA,NA,NA,measle_white,No Grade,"Georgia Baptist Chidlren's Home and Family Ministries, 9250 Hutcheson Ferry Rd , Palmetto, GA, 30268-2303"
2012,667,Gwinnett County,708,Oakland Meadow School,"PK, KK, 01, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,NA,NA,NA,NA,NA,NA,measle_white,No Grade,"Oakland Meadow School, 590 Old Snellville Hwy , Lawrenceville, GA, 30046-9318"
2012,669,Hall County,105,Lanier Career Academy,"07, 08, 09, 10, 11, 12",M,NA,NA,NA,NA,NA,NA,measle_white,No Grade,"Lanier Career Academy, 2723 Tumbling Creek Rd , Gainesville, GA, 30504-5863"
2012,675,Henry County,195,Patrick Henry High School,"06, 07, 08, 09, 10, 11, 12",M,NA,NA,NA,NA,NA,NA,measle_white,No Grade,"Patrick Henry High School, 109 S Lee St, Stockbridge, GA, 30281-3709"
