DISTRICT,ADDRESS,SCHOOL,,SCHOOLID,TYPE,Grade in 2013,POINTTOT,POINTELEMpass,POINTELEMalt,POINTMIDDpass,POINTMIDDalt,POINTHIGH
SPARTANBURG 6,"Woodland Heights Elementary, 1216 John B. White, Sr. Boulevard, Spartanburg, SC, 29306",WOODLAND HEIGHTS ELEMENTARY,http://whe.spartanburg6.k12.sc.us/,4206067,ELEM,A,99.7,99.7,,,,
SPARTANBURG 6,"Roebuck Elementary, 2401 East Blackstock Road, Roebuck, SC, 29376",ROEBUCK ELEMENTARY,http://rbe.spartanburg6.k12.sc.us/,4206086,ELEM,C,74.4,74.4,,,,
SPARTANBURG 6,"Anderson Mill Elementary, 1845 Old Anderson Mill Road, Moore, SC, 29369",ANDERSON MILL ELEMENTARY,http://ame.spartanburg6.k12.sc.us/,4206088,ELEM,A,98.3,98.3,,,,
SPARTANBURG 7,"Carver Middle, 467 South Church Street, Spartanburg, SC, 29306",CARVER MIDDLE,http://carver.spartanburg7.org/,4207068,MIDD,F,42.2,,,42.2,,
SPARTANBURG 7,"McCracken Middle, 300 Webber Road, Spartanburg, SC, 29307",J G MCCRACKEN MIDDLE,http://mccracken.spartanburg7.org/,4207071,MIDD,B,82.5,,,82.5,,
SPARTANBURG 7,"Spartanburg High, 500 Dupre Drive, Spartanburg, SC, 29307",SPARTANBURG SENIOR HIGH,http://shs.spartanburg7.org/,4207073,HIGH,D,62.1,,,,,62.1
SPARTANBURG 7,"Jesse Boyd Elementary, 1505 Fernwood-Glendale Road, Spartanburg, SC, 29307",JESSE W BOYD ELEMENTARY,http://boyd.spartanburg7.org/,4207074,ELEM,A,91.2,91.2,,,,
SPARTANBURG 7,"E. P. Todd School, 150 Old Canaan Road, Spartanburg, SC, 29306",E P TODD SCHOOL,http://todd.spartanburg7.org/,4207075,COMBO,A,94.6,95.5,,93.5,,
SPARTANBURG 7,"Cleveland Academy of Leadership, 151 Franklin Street, Spartanburg, SC, 29303",CLEVELAND ACADEMY OF LEADERSHIP,http://cleveland.spartanburg7.org/,4207077,ELEM,D,68.2,68.2,,,,
SPARTANBURG 7,"Houston Elementary, 1475 Skylyn Drive, Spartanburg, SC, 29307",HOUSTON ELEMENTARY,http://houston.spartanburg7.org/,4207079,ELEM,F,51.8,51.8,,,,
SPARTANBURG 7,"Pine Street Elementary, 500 South Pine Street, Spartanburg, SC, 29302",PINE STREET ELEMENTARY,http://pinestreet.spartanburg7.org/,4207082,ELEM,A,98.3,98.3,,,,
SPARTANBURG 7,"W. Herbert Chapman Elementary, 230 Bryant Road, Spartanburg, SC, 29303",W HERBERT CHAPMAN ELEMENTARY,http://chapman.spartanburg7.org/,4207084,ELEM,C,79.6,79.6,,,,
SPARTANBURG 7,"Mary H. Wright Elementary, 457 South Church Street, Spartanburg, SC, 29306",MARY H WRIGHT ELEMENTARY,http://marywright.spartanburg7.org/,4207085,ELEM,F,49.8,49.8,,,,
SPARTANBURG 7,"McCarthy-Teszler Learning Center, 175 Burdette Street, Spartanburg, SC, 29307",MCCARTHY/TESZLER LEARNING CENTER,http://mtz.spartanburg7.org/,4207904,COMBO,A,96.7,,93.8,,100,
SUMTER 1,"Ebenezer Middle, 3440 Ebenezer Road, Sumter, SC, 29153",EBENEZER MIDDLE,http://ems.sumterschools.net/,4301002,MIDD,A,98.9,,,98.9,,
SUMTER 1,"Furman Middle, 3400 Bethel Church Road, Sumter, SC, 29154",FURMAN MIDDLE,http://fms.sumterschools.net/,4301003,MIDD,F,46.9,,,46.9,,
SUMTER 1,"Hillcrest Middle, 4355 Peach Orchard Road, Dalzell, SC, 29040",HILLCREST MIDDLE,http://hms.sumterschools.net/,4301004,MIDD,B,85.7,,,85.7,,
SUMTER 1,"Mayewood Middle, 4300 East Brewington Road, Sumter, SC, 29153",MAYEWOOD MIDDLE,http://mms.sumterschools.net/,4301006,MIDD,D,64.1,,,64.1,,
SUMTER 1,"Cherryvale Elementary, 1420 Furman Drive, Sumter, SC, 29154",CHERRYVALE ELEMENTARY,http://ces.sumterschools.net/,4301008,ELEM,B,80.2,80.2,,,,
SUMTER 1,"F. J. Delaine Elementary, 5355 Cane Savannah Road, Wedgefield, SC, 29168",F J DELAINE ELEMENTARY,http://des.sumterschools.net/,4301009,ELEM,F,55,55,,,,
SUMTER 1,"R. E. Davis Elementary, 345 Eastern School Road, Sumter, SC, 29153",R E DAVIS ELEMENTARY,http://redes.sumterschools.net/,4301010,ELEM,A,93,93,,,,
SUMTER 1,"High Hills Elementary, 4971 Frierson Road, Shaw Air Force Base, SC, 29152",HIGH HILLS ELEMENTARY,http://hhes.sumterschools.net/,4301012,ELEM,B,85.2,85.2,,,,
SUMTER 1,"Manchester Elementary, 200 East Clark Street, Pinewood, SC, 29125",MANCHESTER ELEMENTARY,http://mes.sumterschools.net/,4301014,ELEM,B,85.2,85.2,,,,
SUMTER 1,"Rafting Creek Elementary, 4100 Highway 261 North, Rembert, SC, 29128",RAFTING CREEK ELEMENTARY,http://rces.sumterschools.net/,4301017,ELEM,A,95.1,95.1,,,,
SUMTER 1,"Shaw Heights Elementary, 5121 Frierson Road, Sumter, SC, 29152",SHAW HEIGHTS ELEMENTARY,http://shes.sumterschools.net/,4301019,ELEM,A,95.8,95.8,,,,
SUMTER 1,"Alice Drive Middle, 40 Miller Road, Sumter, SC, 29150",ALICE DRIVE MIDDLE,http://adm.sumterschools.net/,4301021,MIDD,D,63.6,,,63.6,,
SUMTER 1,"Bates Middle, 715 Estate Street, Sumter, SC, 29150",BATES MIDDLE,http://bms.sumterschools.net/,4301022,MIDD,D,64.3,,,64.3,,
SUMTER 1,"Sumter High, 2580 McCray's Mill Road, Sumter, SC, 29154",SUMTER HIGH,http://shs.sumterschools.net/,4301024,HIGH,D,60.3,,,,,60.3
SUMTER 1,"Alice Street Elementary, 251 Alice Drive, Sumter, SC, 29150",ALICE DRIVE ELEMENTARY,http://ade.sumterschools.net/,4301026,ELEM,A,90.8,90.8,,,,
SUMTER 1,"Crosswell Elementary, 310 Crosswell Drive, Sumter, SC, 29150",CROSSWELL DRIVE ELEMENTARY,http://cde.sumterschools.net/,4301029,ELEM,F,49.8,49.8,,,,
SUMTER 1,"Lemira Elementary, 952 Fulton Street, Sumter, SC, 29150",LEMIRA ELEMENTARY,http://lme.sumterschools.net/,4301031,ELEM,D,66.7,66.7,,,,
SUMTER 1,"Millwood Elementary, 24 Pinewood Road, Sumter, SC, 29150",MILLWOOD ELEMENTARY,http://mwe.sumterschools.net/,4301033,ELEM,B,82.5,82.5,,,,
SUMTER 1,"Wilder Elementary, 975 South Main Street, Sumter, SC, 29150",WILDER ELEMENTARY,http://wld.sumterschools.net/,4301038,ELEM,A,96.8,96.8,,,,
SUMTER 1,"Willow Drive Elementary, 26 Willow Drive, Sumter, SC, 29150",WILLOW DRIVE ELEMENTARY,http://wde.sumterschools.net/,4301039,ELEM,B,89.2,89.2,,,,
SUMTER 1,"Pocalla Springs Elementary, 2060 Bethel Church Road, Sumter, SC, 29154",POCALLA SPRINGS ELEMENTARY,http://pses.sumterschools.net/,4301040,ELEM,C,75.6,75.6,,,,
SUMTER 1,"Kingsbury  Elementary, 825 Kingsbury Road, Sumter, SC, 29154",KINGSBURY ELEMENTARY,http://kbe.sumterschools.net/,4301041,ELEM,B,80.4,80.4,,,,
SUMTER 1,"Crestwood High, 2000 Oswego Road, Sumter, SC, 29153",CRESTWOOD HIGH,http://chs.sumterschools.net/,4301042,HIGH,D,66.7,,,,,66.7
SUMTER 1,"Lakewood High, 350 Old Manning Road, Sumter, SC, 29150",LAKEWOOD HIGH,http://lhs.sumterschools.net/,4301043,HIGH,F,55.9,,,,,55.9
SUMTER 1,"Chesnut Oaks Middle, 1200 Oswego Road, Sumter, SC, 29153",CHESTNUT OAKS MIDDLE,http://coms.sumterschools.net/,4301044,MIDD,F,53.8,,,53.8,,
UNION,"Lockhart School, 212 Lockhart Drive, Lockhart, SC, 29364",LOCKHART SCHOOL,http://www.union.k12.sc.us/lhs/lhs.htm,4401003,COMBO,C,77.3,60.1,,90,,
UNION,"Sims Middle, 2200 Whitmire Highway, Union, SC, 29379",SIMS MIDDLE,http://www.union.k12.sc.us/sims/index.html,4401004,MIDD,C,76.6,,,76.6,,
UNION,"Union County High, 1163 Lakeside Drive, Union, SC, 29379",UNION COUNTY HIGH,http://www.union.k12.sc.us/uhs/uhs.htm,4401005,HIGH,F,58.2,,,,,58.2
UNION,"Buffalo Elementary, 733 Main Street, Buffalo, SC, 29321",BUFFALO ELEMENTARY,http://www.union.k12.sc.us/bes/bes.htm,4401007,ELEM,B,89.3,89.3,,,,
UNION,"Foster Park Elementary, 901 Arthur Boulevard, Union, SC, 29379",FOSTER PARK ELEMENTARY,http://www.union.k12.sc.us/fes/fes.html,4401012,ELEM,B,80.8,80.8,,,,
UNION,"Jonesville Elementary, 350 New Hope Church Road, Jonesville, SC, 29353",JONESVILLE ELEMENTARY,http://www.union.k12.sc.us/jems/index.html,4401014,COMBO,B,86.2,83,,88.8,,
UNION,"Monarch Elementary, 218 Monarch School Drive, Union, SC, 29379",MONARCH ELEMENTARY,http://www.union.k12.sc.us/mes/mes.htm,4401017,ELEM,B,88.2,88.2,,,,
WILLIAMSBURG,"Hemingway High, 402 South Main Street, Hemingway, SC, 29554",HEMINGWAY HIGH,http://www.wcsd.k12.sc.us/education/school/school.php?sectionid=9&linkid=nav-menu-container-1-66562,4501006,HIGH,F,52.1,,,,,52.1
WILLIAMSBURG,"Kingstree Middle, 616 Martin Luther King Avenue, Kingstree, SC, 29556",KINGSTREE MIDDLE,http://www.wcsd.k12.sc.us/education/school/school.php?sectionid=11&linkid=nav-menu-container-1-66562,4501007,MIDD,F,28.3,,,28.3,,
WILLIAMSBURG,"Kingstree High, 615 Martin Luther King Avenue, Kingstree, SC, 29556",KINGSTREE SENIOR HIGH,http://www.wcsd.k12.sc.us/education/school/school.php?sectionid=12&linkid=nav-menu-container-1-66562,4501008,HIGH,F,34.2,,,,,34.2
WILLIAMSBURG,"D. P. Cooper Elementary, 4568 Seaboard Road, Salters, SC, 29590",D P COOPER ELEMENTARY,http://www.wcsd.k12.sc.us/education/school/school.php?sectionid=6&linkid=nav-menu-container-1-66562,4501011,ELEM,F,21.9,21.9,,,,
WILLIAMSBURG,"C. E. Murray High, 222 C. E. Murray Boulevard, Greeleyville, SC, 29056",C E MURRAY HIGH,http://www.wcsd.k12.sc.us/education/school/school.php?sectionid=5&linkid=nav-menu-container-1-66562,4501012,COMBO,F,58.9,,,45,,85.7
WILLIAMSBURG,"Greeleyville Elementary, 7 Varner Avenue, Greeleyville, SC, 29056",GREELEYVILLE ELEMENTARY,http://www.wcsd.k12.sc.us/education/components/layout/default.php?sectionid=8&linkid=nav-menu-container-1-66562,4501017,COMBO,F,59.6,61.9,,53.5,,
WILLIAMSBURG,"Kenneth Gardner Elementary, 1503 Woodland Drive, Kingstree, SC, 29556",KENNETH GARDNER ELEMENTARY,http://www.wcsd.k12.sc.us/education/school/school.php?sectionid=13&linkid=nav-menu-container-1-66562,4501021,ELEM,C,78.3,78.3,,,,
WILLIAMSBURG,"Hemingway Elementary, 160 Baxley Road, Hemingway, SC, 29554",HEMINGWAY ELEMENTARY,http://www.wcsd.k12.sc.us/education/components/layout/default.php?sectionid=7&linkid=nav-menu-container-1-66562,4501024,ELEM,B,86.4,86.4,,,,
WILLIAMSBURG,"Hemingway M.B. Lee  Middle, 400 South Main Street, Hemingway, SC, 29554",HEMINGWAY MIDDLE ANNEX,http://www.wcsd.k12.sc.us/education/school/school.php?sectionid=4354&linkid=nav-menu-container-1-66562,4501025,MIDD,F,17.2,,,17.2,,
WILLIAMSBURG,"Williamsburg Co. Magnet School                    , 710 Third Avenue, Kingstree, SC, 29556",WILLIAMSBURG COUNTY MAGNET SCHOO,http://www.wcsd.k12.sc.us/education/components/scrapbook/default.php?sectionid=4353&linkid=nav-menu-container-1-73632&PHPSESSID=cc44810ba5100f9563ea92f9859642ba,4501026,COMBO,D,61.9,65.3,,47,,
WILLIAMSBURG,"Youth Academy Charter, 711 Tomlinson Street, Kingstree, SC, 29556",YOUTH ACADEMY CHARTER,http://www.wcsd.k12.sc.us/education/components/scrapbook/default.php?sectionid=2407&&url_redirect=1,4501612,COMBO,*,,,,,,
YORK 1,"York Comprehensive High, 275 East Alexander Love Highway, York, SC, 29745",YORK COMPREHENSIVE HIGH,http://www.york.k12.sc.us/ych/,4601003,HIGH,D,69.8,,,,,69.8
YORK 1,"Jefferson Elementary, 1543 Chester Highway, York, SC, 29745",JEFFERSON ELEMENTARY,http://www.york.k12.sc.us/jes/,4601008,ELEM,C,78.4,78.4,,,,
YORK 1,"York Middle, 1010 DeVinney Road, York, SC, 29745",YORK MIDDLE,http://www.york.k12.sc.us/yms/,4601044,MIDD,B,86.2,,,86.2,,
YORK 1,"Hickory Grove-Sharon Elementary, 4901 Hickory Grove Road, Hickory Grove, SC, 29717",HICKORY GROVE-SHARON ELEMENTARY,http://www.york.k12.sc.us/hgs/,4601045,COMBO,B,86.4,92.6,,66.7,,
YORK 1,"Hunter Street Elementary, 1100 Hunter Street, York, SC, 29745",HUNTER STREET ELEMENTARY,http://www.york.k12.sc.us/hss/,4601046,ELEM,A,98.9,98.9,,,,
YORK 1,"Cotton Belt Elementary, 1176 Black Highway, York, SC, 29745",COTTON BELT ELEMENTARY,http://www.york.k12.sc.us/cbe/,4601047,ELEM,A,92.3,92.3,,,,
YORK 1,"York Intermediate, 1280 Johnson Road, York, SC, 29745",YORK INTERMEDIATE,http://www.york.k12.sc.us/yis/,4601048,COMBO,B,84.1,87,,81.1,,
YORK 1,"Harold C. Johnson Elementary                      , 400 East Jefferson Street, York, SC, 29745",HAROLD C JOHNSON ELEMENTARY,http://www.york.k12.sc.us/hcj/,4601049,ELEM,D,61.2,61.2,,,,
YORK 2,"Clover High, 1625 Highway 55 East, Clover, SC, 29710",CLOVER HIGH,http://www.clover.k12.sc.us/Domain/16,4602010,HIGH,A,90.2,,,,,90.2
YORK 2,"Bethany Elementary, 337 Maynard Grayson Road, Clover, SC, 29710",BETHANY ELEMENTARY,http://www.clover.k12.sc.us/Domain/8,4602011,ELEM,A,100,100,,,,
YORK 2,"Bethel Elementary, 6000 Highway 55 East, Clover, SC, 29710",BETHEL ELEMENTARY,http://www.clover.k12.sc.us/Domain/9,4602012,ELEM,A,92,92,,,,
YORK 2,"Clover Middle, 1555 Highway 55 East, Clover, SC, 29710",CLOVER MIDDLE,http://www.clover.k12.sc.us/Domain/14,4602013,MIDD,B,89.9,,,89.9,,
YORK 2,"Kinard Elementary, 201 Pressly Street, Clover, SC, 29710",KINARD ELEMENTARY,http://www.clover.k12.sc.us/Domain/12,4602014,ELEM,A,99.2,99.2,,,,
YORK 2,"Oakridge Middle, 5650 Highway 557, Clover, SC, 29710",OAKRIDGE MIDDLE,http://www.clover.k12.sc.us/Domain/15,4602016,MIDD,A,98.6,,,98.6,,
YORK 2,"Larne Elementary, 3598 Filbert Highway, Clover, SC, 29710",LARNE ELEMENTARY,http://www.clover.k12.sc.us/Domain/13,4602018,ELEM,A,99,99,,,,
YORK 2,"Griggs Road Elementary, 100 Griggs Road, Clover, SC, 29710",GRIGGS ROAD ELEMENTARY,http://www.clover.k12.sc.us/Domain/11,4602047,ELEM,A,99.8,99.8,,,,
YORK 2,"Crowders Creek Elem, 5515 Charlotte Highway, Clover, SC, 29710",CROWDERS CREEK ELEMENTARY,http://www.clover.k12.sc.us/Domain/10,4602051,ELEM,B,88.8,88.8,,,,
YORK 3,"Castle Heights Middle, 2382 Firetower Road, Rock Hill, SC, 29730",CASTLE HEIGHTS MIDDLE,http://ch.rock-hill.k12.sc.us/,4603015,MIDD,B,88.1,,,88.1,,
YORK 3,"Northwestern High, 2503 West Main Street, Rock Hill, SC, 29732",NORTHWESTERN HIGH,http://nw.rock-hill.k12.sc.us/,4603016,HIGH,B,87.1,,,,,87.1
YORK 3,"Rock Hill High, 320 West Springdale Road, Rock Hill, SC, 29730",ROCK HILL HIGH,http://rh.rock-hill.k12.sc.us/,4603017,HIGH,D,68.1,,,,,68.1
YORK 3,"W. C. Sullivan Middle, 1825 Eden Terrace, Rock Hill, SC, 29730",W C SULLIVAN MIDDLE,http://sms.rock-hill.k12.sc.us/,4603018,MIDD,C,75.9,,,75.9,,
YORK 3,"Rawlinson Road Middle, 2631 West Main Street, Rock Hill, SC, 29732",RAWLINSON ROAD MIDDLE,http://rr.rock-hill.k12.sc.us/,4603019,MIDD,C,76.1,,,76.1,,
YORK 3,"Belleview Elementary, 501 Belleview Road, Rock Hill, SC, 29730",BELLEVIEW ELEMENTARY,http://bv.rock-hill.k12.sc.us/,4603020,ELEM,A,90.5,90.5,,,,
YORK 3,"Ebenezer Avenue Elementary, 242 Ebenezer Avenue, Rock Hill, SC, 29730",EBENEZER AVENUE ELEMENTARY,http://ea.rock-hill.k12.sc.us/,4603022,ELEM,F,43.8,43.8,,,,
YORK 3,"Ebinport Elementary, 2142 India Hook Road, Rock Hill, SC, 29732",EBINPORT ELEMENTARY,http://ep.rock-hill.k12.sc.us/,4603023,ELEM,B,87.5,87.5,,,,
YORK 3,"Finley Road Elementary, 1089 Finley Road, Rock Hill, SC, 29730",FINLEY ROAD ELEMENTARY,http://fr.rock-hill.k12.sc.us/,4603026,ELEM,B,85,85,,,,
YORK 3,"Lesslie Elementary, 250 Neely Store Road, Rock Hill, SC, 29730",LESSLIE ELEMENTARY,http://ls.rock-hill.k12.sc.us/,4603027,ELEM,C,75.8,75.8,,,,
YORK 3,"Northside Elementary, 840 North Annafrel Street, Rock Hill, SC, 29730",NORTHSIDE ELEMENTARY,http://ne.rock-hill.k12.sc.us/,4603029,ELEM,B,82,82,,,,
YORK 3,"Oakdale Elementary, 1129 Oakdale Road, Rock Hill, SC, 29730",OAKDALE ELEMENTARY,http://od.rock-hill.k12.sc.us/,4603030,ELEM,B,85.6,85.6,,,,
YORK 3,"Richmond Drive Elementary, 1162 Richmond Drive, Rock Hill, SC, 29732",RICHMOND DRIVE ELEMENTARY,http://rd.rock-hill.k12.sc.us/,4603031,ELEM,D,69.1,69.1,,,,
YORK 3,"Rosewood Elementary, 2240 Rosewood Drive, Rock Hill, SC, 29732",ROSEWOOD ELEMENTARY,http://rw.rock-hill.k12.sc.us/,4603032,ELEM,D,68.3,68.3,,,,
YORK 3,"Sunset Park Elementary, 1036 Ogden Road, Rock Hill, SC, 29730",SUNSET PARK ELEMENTARY,http://sp.rock-hill.k12.sc.us/,4603033,ELEM,A,98.3,98.3,,,,
YORK 3,"The Children's School at Sylvia Circle, 929 Sylvia Circle, Rock Hill, SC, 29730",SYLVIA CIRCLE ELEMENTARY,http://cs.rock-hill.k12.sc.us/,4603034,ELEM,B,83.3,83.3,,,,
YORK 3,"York Road Elementary, 2254 West Main Street, Rock Hill, SC, 29732",YORK ROAD ELEMENTARY,http://yr.rock-hill.k12.sc.us/,4603035,ELEM,C,77.9,77.9,,,,
YORK 3,"Independence Elementary, 132 West Springdale Road, Rock Hill, SC, 29730",INDEPENDENCE ELEMENTARY,http://id.rock-hill.k12.sc.us/,4603036,ELEM,B,89.4,89.4,,,,
YORK 3,"Mount Gallant Elementary, 4664 Mount Gallant Road, Rock Hill, SC, 29732",MT GALLANT ELEMENTARY,http://mg.rock-hill.k12.sc.us/,4603037,ELEM,A,99.8,99.8,,,,
YORK 3,"Saluda Trail Middle, 2300 Saluda Road, Rock Hill, SC, 29730",SALUDA TRAIL MIDDLE,http://st.rock-hill.k12.sc.us/,4603038,MIDD,C,73.6,,,73.6,,
YORK 3,"India Hook Elementary, 2068 Yukon Drive, Rock Hill, SC, 29732",INDIA HOOK ELEMENTARY,http://ih.rock-hill.k12.sc.us/,4603039,ELEM,A,91.1,91.1,,,,
YORK 3,"Old Pointe Elementary, 380 Old Pointe School Road, Rock Hill, SC, 29732",OLD POINTE ELEMENTARY,http://op.rock-hill.k12.sc.us/,4603040,ELEM,B,83.1,83.1,,,,
YORK 3,"South Pointe High, 801 Neely Road, Rock Hill, SC, 29730",SOUTH POINTE HIGH,http://sph.rock-hill.k12.sc.us/,4603041,HIGH,C,75.3,,,,,75.3
YORK 3,"Dutchman Creek Middle, 4757 Mount Gallant Road, Rock Hill, SC, 29732",DUTCHMAN CREEK MIDDLE,http://dc.rock-hill.k12.sc.us/,4603042,MIDD,A,90.1,,,90.1,,
YORK 3,"Mount Holly Elementary, 1800 Porter Road, Rock Hill, SC, 29730",MOUNT HOLLY  ELEMENTARY,http://mh.rock-hill.k12.sc.us/,4603043,ELEM,B,88.6,88.6,,,,
YORK 3,"The Palmetto School at the Children's Attention Home, P.O. Box 2912, Rock Hill, SC, 29732",PALMETTO SCHOOL CHILDRENS ATTEN,http://www.cahcharterschool.org/,4603602,COMBO,*,,,,,,
YORK 4,"Fort Mill High, 225 Munn Road, Fort Mill, SC, 29715",FORT MILL HIGH,http://fmhs.fort-mill.k12.sc.us/,4604036,HIGH,A,90.5,,,,,90.5
YORK 4,"Fort Mill Middle, 200 Springfield Parkway, Fort Mill, SC, 29715",FORT MILL MIDDLE,http://fmms.fort-mill.k12.sc.us/,4604037,MIDD,A,91.2,,,91.2,,
YORK 4,"Riverview Elementary, 1434 Harris Road, Fort Mill, SC, 29715",RIVERVIEW ELEMENTARY,http://rves.fort-mill.k12.sc.us/home.aspx,4604042,ELEM,A,92.6,92.6,,,,
YORK 4,"Fort Mill Elementary, 192 Springfield Parkway, Fort Mill, SC, 29715",FORT MILL ELEMENTARY,http://fmes.fort-mill.k12.sc.us/home.aspx,4604043,ELEM,B,87.1,87.1,,,,
YORK 4,"Gold Hill Elementary, 1000 Dave Gibson Boulevard, Fort Mill, SC, 29708",GOLD HILL ELEMENTARY,http://ghes.fort-mill.k12.sc.us/home.aspx,4604048,ELEM,A,99.2,99.2,,,,
YORK 4,"Gold Hill Middle, 1025 Dave Gibson Boulevard, Fort Mill, SC, 29708",GOLD HILL MIDDLE,http://ghms.fort-mill.k12.sc.us/home.aspx,4604049,MIDD,A,94.8,,,94.8,,
YORK 4,"Orchard Park Elementary, 474 Third Baxter Street, Fort Mill, SC, 29708",ORCHARD PARK ELEMENTARY,http://opes.fort-mill.k12.sc.us/home.aspx,4604051,ELEM,A,95.2,95.2,,,,
YORK 4,"Springfield Elementary, 1691 Springfield Parkway, Fort Mill, SC, 29715",SPRINGFIELD ELEMENTARY,http://sfes.fort-mill.k12.sc.us/home.aspx,4604052,ELEM,B,87.3,87.3,,,,
YORK 4,"Springfield Middle, 1711 Springfield Parkway, Fort Mill, SC, 29715",SPRINGFIELD MIDDLE,http://sfms.fort-mill.k12.sc.us/,4604053,MIDD,A,91.3,,,91.3,,
YORK 4,"Nation Ford High, 1400 A.O. Jones Bouvelard, Fort Mill, SC, 29715",NATION FORD HIGH,http://nfhs.fort-mill.k12.sc.us/,4604054,HIGH,B,88.7,,,,,88.7
YORK 4,"Pleasant Knoll Elementary, 2346 Pleasant Road, Fort Mill, SC, 29708",PLEASANT KNOLL ELEMENTARY,http://pkes.fort-mill.k12.sc.us/home.aspx,4604055,ELEM,A,93.8,93.8,,,,
YORK 4,"Sugar Creek Elementary, 1599 Farm House Road, Fort Mill, SC, 29715",SUGAR CREEK ELEMENTARY,http://sces.fort-mill.k12.sc.us/home.aspx,4604056,ELEM,A,90,90,,,,
YORK 4,"Banks Trail Middle, 1640 Banks Road, Fort Mill, SC, 29715",BANKS TRAIL MIDDLE,http://btms.fort-mill.k12.sc.us/home.aspx,4604057,MIDD,A,93.9,,,93.9,,
SC CHARTER SCHOOL,"Calhoun Falls Charter School, 205 Edgefield Street, Calhoun Falls, SC, 29628",CALHOUN FALLS CHARTER,http://www.cfpcs.org,4701002,COMBO,A,94.9,,,94.9,,
SC CHARTER SCHOOL,"SC Connections Academy, 220 Stoneridge Drive, Suite 403, Columbia, SC, 29210",SC CONNECTIONS ACADEMY,http://www.connectionsacademy.com/south-carolina-school,4701003,COMBO,C,77.9,80.1,,81.7,,62.8
SC CHARTER SCHOOL,"SC Virtual Charter School, 140 Stoneridge Drive, Suite 420, Columbia, SC, 29210",SC VIRTUAL CHARTER SCHOOL,http://www.k12.com/scvcs,4701004,COMBO,D,66.8,53,,74.8,,65.8
SC CHARTER SCHOOL,"Palmetto State E-cademy, 115 Atrium Way, Suite 200, Columbia, SC, 29223",PALMETTO STATE E-CADEMY,http://www.psecademy.org,4701005,HIGH,F,15.9,,,,,15.9
SC CHARTER SCHOOL,"Spartanburg Charter School, 385 South Spring Street, Spartanburg, SC, 29304",SPARTANBURG CHARTER SCHOOL,http://www.spartanburgcharter.org,4701006,COMBO,A,97.8,97,,99,,
SC CHARTER SCHOOL,"South Carolina Calvert Academy, 100 Summit Parkway, Columbia, SC, 29229",SOUTH CAROLINA CALVERT ACADEMY,http://southcarolinacalvertacademy.com,4701007,COMBO,F,55.4,56.2,,55,,
SC CHARTER SCHOOL,"Provost Academy South Carolina, 400 Arbor Lake Drive, B800, Columbia, SC, 29223",PROVOST ACADEMY SOUTH CAROLINA,http://sc.provostacademy.com,4701008,HIGH,C,79.7,,,,,79.7
SC CHARTER SCHOOL,"Lake City College Preparatory Academy, 1009 East Main Street, Lake City, SC, 29560",LAKE CITY COLLEGE PREP ACADEMY,http://www.lakecitycollegeprepacademy.org,4701009,COMBO,B,80,95.5,,64.1,,
SC CHARTER SCHOOL,"Palmetto Scholars Academy, 2415 Avenue F, Building 807, North Charleston, SC, 29405",PALMETTO SCHOLARS ACADEMY,http://www.palmettoscholarsacademy.org,4701010,COMBO,A,100,,,100,,
SC CHARTER SCHOOL,"York Preparatory Academy, 505 University Drive, Rock Hill, SC, 29730",YORK PREPARATORY ACADEMY,http://www.yorkprepsc.org,4701011,COMBO,B,86.6,92.1,,81.1,,
SC CHARTER SCHOOL,"East Pointe Academy                               , 1320 Knox Abbott Drive, Cayce, SC, 29033",EAST POINT ACADEMY,0,4701013,ELEM,A,100,100,,,,
SC CHARTER SCHOOL,"SC Whitmore School                                , 407 Lexington Avenue, Chapin, SC, 29036",SC WHITMORE SCHOOL,0,4701014,HIGH,*,,,,,,
SC CHARTER SCHOOL,"Royal Live Oaks Academy of the Arts and Sciences Charter, 1398 Church Road, Hardeeville, SC, 29927",ROYAL LIVE OAK ACADEMY OF THE AR,0,4701015,COMBO,F,50.5,55.6,,45,,
SC CHARTER SCHOOL,"Imagine Columbia Leadership Academy Charter, 3810 North Main Street, Columbia, SC, 29203",IMAGINE COLUMBIA LEADERSHIP ACAD,0,4701016,ELEM,F,20,20,,,,
SC CHARTER SCHOOL,"Youth Leadership Academy Charter, 698 Concord Church Road, Pickens, SC, 29671",YOUTH LEADERSHIP ACADEMY CHARTER,0,4701017,MIDD,A,100,,,100,,
SC CHARTER SCHOOL,"Cape Romain Environmental Education Charter, 1011 Old Cemetery Road, McClellanville, SC, 29458",CAPE ROMAIN ENVIRONMENTAL EDUCAT,0,4701019,ELEM,*,,,,,,
SC CHARTER SCHOOL,"Fox  Creek high, 165 Shortcut Road, North Augusta, SC, 29860",FOX CREEK HIGH SCHOOL,0,4701020,HIGH,D,67.6,,,,,67.6
FELTON LAB,"Felton Laboratory School                                        , 300 College Street, SCSU, Orangeburg, SC, 29117",FELTON LABORATORY SCHOOL,http://www.scsu.edu/felton,5204003,COMBO,A,99.4,98.5,,100,,
JOHN DE LA HOWE,"John De La Howe School                            , 192 Gettys Road, McCormick, SC, 29835",JOHN DE LA HOWE,http://www.delahowe.k12.sc.us/,5205002,COMBO,*,,,,,,
SCHOOL FOR DEAF & BLIND,#N/A,SCHOOL FOR THE DEAF AND THE BLIN,#N/A,5207000,COMBO,F,58,,,58,,
